playerId,name,team,position,toi,gamesPlayed,saves,shots,shutout,fantasyPoints,missedGames,creaseShare,gamesRemaining,FPP60,FPPG,fantasyPointsRemain
8478499,A. Hill,VGK,G,50083,14,378,404,2,71.60000000000001,0,47.27,25,5.15,5.11,128.93
8478872,K. Vejmelka,ARI,G,40134,12,321,360,0,-3.7999999999999963,0,41.3,22,-0.34,-0.32,-7.74
8478916,J. Daccord,SEA,G,50473,15,352,393,0,6.400000000000005,0,47.71,25,0.46,0.43,11.54
8478971,C. Ingram,ARI,G,57050,17,458,498,2,61.6,0,58.7,32,3.89,3.62,125.5
8479193,C. DeSmith,VAN,G,29421,9,232,253,1,26.200000000000003,0,29.33,15,3.21,2.91,50.77
8479292,C. Lindgren,WSH,G,35329,10,309,332,2,46.800000000000004,0,38.92,22,4.77,4.68,105.78
8479312,A. Lyon,DET,G,20280,6,163,175,1,27.6,0,20.89,11,4.9,4.6,56.28
8479361,J. Woll,TOR,G,52793,15,449,490,0,40.800000000000004,12,57.57,25,2.78,2.72,72.07
8479394,C. Hart,PHI,G,58010,17,441,480,1,50.2,0,59.45,32,3.12,2.95,101.86
8479406,F. Gustavsson,MIN,G,54365,16,412,458,2,22.400000000000006,0,58.01,32,1.48,1.4,48.19
8479973,S. Skinner,EDM,G,64120,19,426,480,1,21.200000000000006,0,71.43,40,1.19,1.12,48.46
8479979,J. Oettinger,DAL,G,71934,20,539,596,1,42.80000000000001,0,73.86,40,2.14,2.14,87.01
8480045,U. Luukkonen,BUF,G,42229,13,321,354,1,26.20000000000001,0,40.65,21,2.23,2.02,48.12
8480051,C. Primeau,MTL,G,22245,6,193,214,0,8.600000000000003,0,21.75,11,1.39,1.43,16.35
8480238,J. Patera,VGK,G,3900,1,34,38,0,2.8000000000000007,0,3.68,1,2.58,2.8,5.04
8480280,J. Swayman,BOS,G,44988,13,357,383,2,63.400000000000006,0,47.82,26,5.07,4.88,135.87
8480313,L. Thompson,VGK,G,51975,15,373,406,0,43.6,0,49.05,26,3.02,2.91,78.51
8480382,A. Georgiev,COL,G,80310,23,576,642,1,41.0,0,79.31,42,1.84,1.78,78.72
