playerId,sweaterNumber,name,position,goals,assists,points,plusMinus,pim,hits,blockedShots,powerPlayGoals,powerPlayPoints,shorthandedGoals,shPoints,shots,faceoffs,toi,powerPlayToi,shorthandedToi,team,opponent,secondaryPosition,tertiaryPosition,gameDate,gameTime,gameId,gamesPlayed,fantasyPoints,specialTeams
8478178,43,D. Raddysh,D,0,0,0,1,0,1,1,0,0,0,0,3,0/0,1084,5,19,TBL,NSH,D,D,2023-10-10,Tuesday 05:30 PM,2023020001,1,0.9,0
8475177,44,C. de Haan,D,0,0,0,0,0,2,1,0,0,0,0,0,0/0,821,0,172,TBL,NSH,D,D,2023-10-10,Tuesday 05:30 PM,2023020001,1,0.7,0
8480246,48,N. Perbix,D,0,0,0,-1,2,0,1,0,0,0,0,1,0/0,702,0,0,TBL,NSH,D,D,2023-10-10,Tuesday 05:30 PM,2023020001,1,0.6,0
8475167,77,V. Hedman,D,0,1,1,-1,0,0,1,0,0,0,0,4,0/0,1615,386,248,TBL,NSH,D,D,2023-10-10,Tuesday 05:30 PM,2023020001,1,1.9,0
8478416,81,E. Cernak,D,0,0,0,0,0,6,1,0,0,0,0,2,0/0,1160,0,276,TBL,NSH,D,D,2023-10-10,Tuesday 05:30 PM,2023020001,1,1.3,0
8479410,98,M. Sergachev,D,0,1,1,1,2,0,2,0,1,0,0,2,0/0,1380,110,214,TBL,NSH,D,D,2023-10-10,Tuesday 05:30 PM,2023020001,1,2.7,1
8476822,11,L. Glendening,C,0,0,0,0,0,1,2,0,0,0,0,1,9/13,841,0,207,TBL,NSH,C,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,1.2,0
8477426,20,N. Paul,L,2,1,3,1,0,0,1,2,2,0,0,3,3/11,972,390,51,TBL,NSH,W,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,6.8,2
8478010,21,B. Point,C,0,3,3,1,0,0,1,0,2,0,0,3,0/2,1333,408,4,TBL,NSH,C,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,4.8,2
8479591,23,M. Eyssimont,C,0,0,0,0,0,0,0,0,0,0,0,2,0/0,511,0,0,TBL,NSH,C,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,0.2,0
8479542,38,B. Hagel,L,1,0,1,0,0,0,1,0,0,0,0,4,1/1,1087,94,224,TBL,NSH,W,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,2.9,0
8484325,39,W. Merela,C,0,0,0,0,0,1,1,0,0,0,0,0,0/0,621,0,70,TBL,NSH,C,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,0.6,0
8477353,64,T. Motte,C,0,0,0,0,0,2,1,0,0,0,0,0,0/0,475,0,135,TBL,NSH,C,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,0.7,0
8478519,71,A. Cirelli,C,0,0,0,-1,0,0,0,0,0,0,0,1,9/15,1002,87,225,TBL,NSH,C,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,0.1,0
8477839,73,C. Sheary,L,0,0,0,-1,0,0,3,0,0,0,0,0,0/0,724,89,0,TBL,NSH,W,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,1.5,0
8479661,84,T. Jeannot,L,0,0,0,0,0,2,0,0,0,0,0,1,0/1,708,102,0,TBL,NSH,W,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,0.30000000000000004,0
8476453,86,N. Kucherov,R,2,0,2,1,2,1,0,0,0,0,0,5,0/0,1279,407,0,TBL,NSH,W,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,4.6,0
8474564,91,S. Stamkos,C,0,1,1,0,2,2,0,0,1,0,0,2,12/17,1223,402,3,TBL,NSH,C,F,2023-10-10,Tuesday 05:30 PM,2023020001,1,1.9,1
8477244,2,C. Ruhwedel,D,0,0,0,0,0,2,0,0,0,0,0,0,0/0,692,0,295,PIT,CHI,D,D,2023-10-10,Tuesday 08:00 PM,2023020002,1,0.2,0
8477435,27,R. Graves,D,0,0,0,-1,0,1,4,0,0,0,0,0,0/0,1224,2,304,PIT,CHI,D,D,2023-10-10,Tuesday 08:00 PM,2023020002,1,2.1,0
8477969,28,M. Pettersson,D,0,1,1,1,0,1,0,0,0,0,0,2,0/0,1300,0,177,PIT,CHI,D,D,2023-10-10,Tuesday 08:00 PM,2023020002,1,1.3,0
8471724,58,K. Letang,D,0,1,1,-1,2,0,1,0,0,0,0,4,0/0,1472,80,123,PIT,CHI,D,D,2023-10-10,Tuesday 08:00 PM,2023020002,1,1.9,0
8474578,65,E. Karlsson,D,0,0,0,-2,0,1,3,0,0,0,0,2,0/0,1564,160,54,PIT,CHI,D,D,2023-10-10,Tuesday 08:00 PM,2023020002,1,1.8,0
8480058,73,P. Joseph,D,0,0,0,-1,0,0,1,0,0,0,0,0,0/0,690,0,8,PIT,CHI,D,D,2023-10-10,Tuesday 08:00 PM,2023020002,1,0.5,0
8482055,10,D. O'Connor,L,0,0,0,-1,0,0,0,0,0,0,0,2,0/0,782,0,136,PIT,CHI,W,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,0.2,0
8475810,17,B. Rust,R,1,0,1,-1,0,0,0,0,0,0,0,5,0/0,1134,74,129,PIT,CHI,W,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,2.5,0
8475191,19,R. Smith,R,0,0,0,1,0,1,1,0,0,0,0,4,0/0,1017,79,115,PIT,CHI,W,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,1.0,0
8474189,20,L. Eller,C,0,1,1,0,2,0,2,0,0,0,0,1,8/10,787,0,129,PIT,CHI,C,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,2.1,0
8478424,43,J. Harkins,C,0,0,0,-1,0,2,0,0,0,0,0,2,0/0,631,77,0,PIT,CHI,C,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,0.4,0
8478569,55,N. Acciari,C,0,0,0,0,0,5,2,0,0,0,0,2,5/7,630,0,224,PIT,CHI,C,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,1.7000000000000002,0
8477404,59,J. Guentzel,L,0,1,1,-2,0,2,1,0,0,0,0,4,0/0,1161,163,0,PIT,CHI,W,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,2.1,0
8476483,67,R. Rakell,R,0,0,0,0,0,4,1,0,0,0,0,2,1/2,1017,161,0,PIT,CHI,W,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,1.1,0
8471215,71,E. Malkin,C,0,0,0,-1,0,0,1,0,0,0,0,6,10/13,1179,161,0,PIT,CHI,C,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,1.1,0
8470604,77,J. Carter,C,0,0,0,0,2,0,0,0,0,0,0,1,1/3,614,77,53,PIT,CHI,C,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,0.1,0
8476442,83,M. Nieto,L,0,0,0,0,2,0,1,0,0,0,0,0,0/0,668,0,173,PIT,CHI,W,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,0.5,0
8471675,87,S. Crosby,C,1,0,1,-2,0,0,1,0,0,0,0,4,15/24,1108,166,0,PIT,CHI,C,F,2023-10-10,Tuesday 08:00 PM,2023020002,1,2.9,0
8475188,3,B. McNabb,D,0,1,1,3,0,3,3,0,0,0,0,0,0/0,1131,0,345,VGK,SEA,D,D,2023-10-10,Tuesday 10:30 PM,2023020003,1,2.8,0
8474565,7,A. Pietrangelo,D,0,0,0,0,0,0,2,0,0,0,0,3,0/0,1560,180,398,VGK,SEA,D,D,2023-10-10,Tuesday 10:30 PM,2023020003,1,1.3,0
8479980,14,N. Hague,D,0,0,0,0,0,1,2,0,0,0,0,1,0/0,1285,7,322,VGK,SEA,D,D,2023-10-10,Tuesday 10:30 PM,2023020003,1,1.2,0
8477018,17,B. Hutton,D,0,0,0,1,0,0,2,0,0,0,0,1,0/0,908,168,0,VGK,SEA,D,D,2023-10-10,Tuesday 10:30 PM,2023020003,1,1.1,0
8477447,27,S. Theodore,D,0,0,0,2,0,2,2,0,0,0,0,0,0/0,1092,307,16,VGK,SEA,D,D,2023-10-10,Tuesday 10:30 PM,2023020003,1,1.2,0
8481167,94,B. Pachal,D,0,0,0,0,2,1,1,0,0,0,0,0,0/0,969,0,240,VGK,SEA,D,D,2023-10-10,Tuesday 10:30 PM,2023020003,1,0.6,0
8478403,9,J. Eichel,C,1,0,1,1,0,0,3,0,0,0,0,3,8/13,1193,285,250,VGK,SEA,C,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,3.8,0
8478462,10,N. Roy,C,0,0,0,0,0,0,1,0,0,0,0,2,6/13,1046,131,197,VGK,SEA,C,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,0.7,0
8476905,20,C. Stephenson,C,1,1,2,2,0,0,1,0,0,0,0,2,9/13,1113,252,236,VGK,SEA,C,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,3.7,0
8479353,21,B. Howden,C,0,1,1,1,15,0,0,0,0,0,0,1,1/1,717,0,123,VGK,SEA,C,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,1.1,0
8478020,22,M. Amadio,R,0,0,0,0,0,0,0,0,0,0,0,2,0/0,659,57,0,VGK,SEA,W,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,0.2,0
8477478,28,W. Carrier,L,0,0,0,0,2,1,0,0,0,0,0,3,0/0,309,0,0,VGK,SEA,W,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,0.4,0
8481032,43,P. Cotter,C,0,0,0,1,2,9,1,0,0,0,0,0,0/0,747,4,0,VGK,SEA,C,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,1.4,0
8477964,49,I. Barbashev,C,1,0,1,0,0,1,1,0,0,0,0,3,0/0,939,232,0,VGK,SEA,C,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,2.9,0
8478434,55,K. Kolesar,R,0,0,0,0,0,0,0,0,0,0,0,2,0/0,681,0,46,VGK,SEA,W,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,0.2,0
8475913,61,M. Stone,R,0,2,2,2,0,0,1,0,0,0,0,1,0/0,1147,291,251,VGK,SEA,W,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,2.6,0
8476448,71,W. Karlsson,C,0,0,0,1,0,1,1,0,0,0,0,1,5/9,912,189,216,VGK,SEA,C,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,0.7,0
8476539,81,J. Marchessault,R,1,0,1,1,0,1,0,0,0,0,0,3,0/0,932,297,0,VGK,SEA,W,F,2023-10-10,Tuesday 10:30 PM,2023020003,1,2.4,0
8478970,5,J. Chatfield,D,0,0,0,0,0,1,0,0,0,0,0,0,0/0,279,0,81,CAR,OTT,D,D,2023-10-11,Wednesday 07:00 PM,2023020004,1,0.1,0
8475200,7,D. Orlov,D,0,0,0,-2,0,3,2,0,0,0,0,2,0/0,1093,259,15,CAR,OTT,D,D,2023-10-11,Wednesday 07:00 PM,2023020004,1,1.5,0
8470613,8,B. Burns,D,0,0,0,0,0,1,0,0,0,0,0,2,0/0,1259,373,265,CAR,OTT,D,D,2023-10-11,Wednesday 07:00 PM,2023020004,1,0.30000000000000004,0
8477488,22,B. Pesce,D,0,0,0,2,4,0,1,0,0,0,0,1,0/0,1091,74,120,CAR,OTT,D,D,2023-10-11,Wednesday 07:00 PM,2023020004,1,0.6,0
8476958,74,J. Slavin,D,1,0,1,1,0,0,2,0,0,1,1,3,0/0,1040,3,273,CAR,OTT,D,D,2023-10-11,Wednesday 07:00 PM,2023020004,1,3.8,1
8476869,76,B. Skjei,D,1,1,2,2,0,0,1,0,0,0,0,3,0/0,1195,40,191,CAR,OTT,D,D,2023-10-11,Wednesday 07:00 PM,2023020004,1,3.8,0
8477950,77,T. DeAngelo,D,0,1,1,0,0,0,0,0,1,0,0,4,0/0,1068,388,20,CAR,OTT,D,D,2023-10-11,Wednesday 07:00 PM,2023020004,1,1.9,1
8473533,11,J. Staal,C,1,1,2,1,0,2,1,0,0,0,0,3,12/22,1036,16,165,CAR,OTT,C,F,2023-10-11,Wednesday 07:00 PM,2023020004,1,4.0,0
8480835,18,J. Drury,C,0,0,0,0,0,0,1,0,0,0,0,1,5/8,561,4,3,CAR,OTT,C,F,2023-10-11,Wednesday 07:00 PM,2023020004,1,0.6,0
8478427,20,S. Aho,C,0,1,1,0,0,1,0,0,1,0,0,2,11/22,1186,403,137,CAR,OTT,C,F,2023-10-11,Wednesday 07:00 PM,2023020004,1,1.8,1
8476474,23,S. Noesen,R,0,0,0,-2,0,3,0,0,0,0,0,1,0/1,719,186,8,CAR,OTT,W,F,2023-10-11,Wednesday 07:00 PM,2023020004,1,0.4,0
8482093,24,S. Jarvis,C,0,1,1,-1,0,7,0,0,0,0,1,4,0/0,1309,409,173,CAR,OTT,C,F,2023-10-11,Wednesday 07:00 PM,2023020004,1,2.6,1
8476921,48,J. Martinook,L,0,1,1,1,2,0,0,0,0,0,0,0,0/0,941,20,178,CAR,OTT,W,F,2023-10-11,Wednesday 07:00 PM,2023020004,1,1.0,0
8478047,58,M. Bunting,L,1,0,1,0,0,0,0,1,1,0,0,4,0/1,1179,429,0,CAR,OTT,W,F,2023-10-11,Wednesday 07:00 PM,2023020004,1,2.9,1
8475855,71,J. Fast,R,0,1,1,2,0,1,0,0,0,0,0,5,0/0,845,12,149,CAR,OTT,W,F,2023-10-11,Wednesday 07:00 PM,2023020004,1,1.6,0
8480829,82,J. Kotkaniemi,C,0,1,1,0,2,1,0,0,0,0,1,4,5/10,890,247,28,CAR,OTT,C,F,2023-10-11,Wednesday 07:00 PM,2023020004,1,2.0,1
8476882,86,T. Teravainen,L,1,0,1,0,0,2,0,0,0,0,0,1,1/2,789,207,109,CAR,OTT,W,F,2023-10-11,Wednesday 07:00 PM,2023020004,1,2.3,0
8480039,88,M. Necas,C,0,1,1,0,2,1,1,0,0,0,0,2,1/1,1040,245,5,CAR,OTT,C,F,2023-10-11,Wednesday 07:00 PM,2023020004,1,1.8,0
8475906,3,J. Klingberg,D,0,2,2,1,0,2,0,0,1,0,0,1,0/0,1478,291,0,TOR,MTL,D,D,2023-10-11,Wednesday 07:00 PM,2023020005,1,2.8,1
8476931,22,J. McCabe,D,0,0,0,-2,0,1,1,0,0,0,0,0,0/0,1287,3,157,TOR,MTL,D,D,2023-10-11,Wednesday 07:00 PM,2023020005,1,0.6,0
8480043,37,T. Liljegren,D,0,0,0,-1,0,3,3,0,0,0,0,2,0/0,1085,48,176,TOR,MTL,D,D,2023-10-11,Wednesday 07:00 PM,2023020005,1,2.0,0
8476853,44,M. Rielly,D,0,1,1,0,0,2,1,0,0,0,0,2,0/0,1437,37,17,TOR,MTL,D,D,2023-10-11,Wednesday 07:00 PM,2023020005,1,1.9,0
8470966,55,M. Giordano,D,0,0,0,1,0,2,2,0,0,0,0,2,0/0,950,0,166,TOR,MTL,D,D,2023-10-11,Wednesday 07:00 PM,2023020005,1,1.4,0
8474673,78,T. Brodie,D,0,0,0,-1,0,1,3,0,0,0,0,2,0/0,1084,0,202,TOR,MTL,D,D,2023-10-11,Wednesday 07:00 PM,2023020005,1,1.8,0
8477503,11,M. Domi,C,0,0,0,-2,0,1,1,0,0,0,0,2,1/2,699,48,0,TOR,MTL,C,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,0.8,0
8478483,16,M. Marner,R,0,1,1,2,0,0,0,0,1,0,0,2,0/0,1517,283,144,TOR,MTL,W,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,1.7,1
8479393,18,N. Gregor,C,1,0,1,0,0,2,0,0,0,0,0,4,0/0,698,0,65,TOR,MTL,C,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,2.6,0
8475714,19,C. Jarnkrok,C,0,0,0,0,2,1,0,0,0,0,0,0,2/2,948,47,52,TOR,MTL,C,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,0.1,0
8482720,23,M. Knies,L,0,0,0,-1,2,0,0,0,0,0,0,1,0/0,777,0,53,TOR,MTL,W,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,0.1,0
8479318,34,A. Matthews,C,3,0,3,2,0,3,1,1,1,0,0,8,6/17,1472,283,84,TOR,MTL,C,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,8.1,1
8483489,39,F. Minten,C,0,0,0,-1,0,1,0,0,0,0,0,1,3/5,692,0,66,TOR,MTL,C,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,0.2,0
8477479,59,T. Bertuzzi,L,0,0,0,0,4,1,0,0,0,0,0,5,0/0,879,53,0,TOR,MTL,W,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,0.6000000000000001,0
8480144,64,D. Kampf,C,0,0,0,0,2,1,0,0,0,0,0,1,5/13,788,0,133,TOR,MTL,C,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,0.2,0
8471817,75,R. Reaves,R,0,0,0,-1,5,3,0,0,0,0,0,1,0/0,483,0,0,TOR,MTL,W,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,0.4,0
8477939,88,W. Nylander,R,1,1,2,0,0,1,0,1,1,0,0,5,0/0,1361,284,14,TOR,MTL,W,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,4.1,1
8475166,91,J. Tavares,C,0,3,3,0,0,2,1,0,2,0,0,3,9/15,1187,278,0,TOR,MTL,C,F,2023-10-11,Wednesday 07:00 PM,2023020005,1,5.0,2
8474031,12,K. Shattenkirk,D,0,0,0,0,0,0,3,0,0,0,0,3,0/0,1053,165,0,BOS,CHI,D,D,2023-10-11,Wednesday 07:30 PM,2023020006,1,1.8,0
8478443,25,B. Carlo,D,0,1,1,0,0,1,2,0,0,0,0,1,0/0,1137,0,197,BOS,CHI,D,D,2023-10-11,Wednesday 07:30 PM,2023020006,1,2.2,0
8476854,27,H. Lindholm,D,0,0,0,3,2,0,0,0,0,0,0,3,0/0,1289,191,60,BOS,CHI,D,D,2023-10-11,Wednesday 07:30 PM,2023020006,1,0.30000000000000004,0
8475762,28,D. Forbort,D,0,0,0,0,0,0,0,0,0,0,0,1,0/0,1087,0,203,BOS,CHI,D,D,2023-10-11,Wednesday 07:30 PM,2023020006,1,0.1,0
8476891,48,M. Grzelcyk,D,0,0,0,-1,0,0,0,0,0,0,0,1,0/0,1082,6,96,BOS,CHI,D,D,2023-10-11,Wednesday 07:30 PM,2023020006,1,0.1,0
8479325,73,C. McAvoy,D,0,0,0,2,0,2,2,0,0,0,0,1,0/0,1375,163,165,BOS,CHI,D,D,2023-10-11,Wednesday 07:30 PM,2023020006,1,1.3,0
8479365,11,T. Frederic,C,1,0,1,1,0,3,0,0,0,0,0,3,1/1,846,0,36,BOS,CHI,C,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,2.6,0
8475745,13,C. Coyle,C,0,1,1,0,0,1,0,0,0,0,0,1,8/16,956,3,141,BOS,CHI,C,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,1.2,0
8473473,17,M. Lucic,L,0,1,1,0,2,1,0,0,0,0,0,0,0/0,819,0,0,BOS,CHI,W,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,1.1,0
8478401,18,P. Zacha,C,0,0,0,0,0,2,0,0,0,0,0,3,8/11,1002,199,170,BOS,CHI,C,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,0.5,0
8481556,19,J. Beecher,C,0,0,0,0,7,0,0,0,0,0,0,1,6/11,641,0,74,BOS,CHI,C,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,0.1,0
8474037,21,J. van Riemsdyk,L,0,0,0,0,0,0,0,0,0,0,0,1,0/0,715,170,0,BOS,CHI,W,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,0.1,0
8479987,39,M. Geekie,C,0,0,0,2,0,0,1,0,0,0,0,3,6/8,921,190,0,BOS,CHI,C,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,0.8,0
8483505,51,M. Poitras,C,0,1,1,1,0,0,0,0,0,0,0,2,5/7,890,172,0,BOS,CHI,C,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,1.2,0
8473419,63,B. Marchand,L,0,1,1,1,0,2,1,0,0,0,0,1,0/0,1089,185,155,BOS,CHI,W,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,1.8,0
8478498,74,J. DeBrusk,L,0,0,0,0,2,0,0,0,0,0,0,2,0/0,1016,161,121,BOS,CHI,W,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,0.2,0
8477956,88,D. Pastrnak,R,2,0,2,2,0,1,0,0,0,0,0,4,0/0,1044,195,0,BOS,CHI,W,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,4.5,0
8480880,94,J. Lauko,C,0,0,0,-1,0,0,0,0,0,0,0,2,0/0,685,0,22,BOS,CHI,C,F,2023-10-11,Wednesday 07:30 PM,2023020006,1,0.2,0
8478397,4,R. Andersson,D,1,0,1,2,0,0,2,0,0,1,1,1,0/0,1262,213,177,CGY,WPG,D,D,2023-10-11,Wednesday 10:00 PM,2023020007,1,3.6,1
8475690,8,C. Tanev,D,0,0,0,-2,0,0,5,0,0,0,0,1,0/0,1226,0,292,CGY,WPG,D,D,2023-10-11,Wednesday 10:00 PM,2023020007,1,2.6,0
8477507,16,N. Zadorov,D,0,1,1,1,0,3,2,0,0,0,0,0,0/0,1108,6,146,CGY,WPG,D,D,2023-10-11,Wednesday 10:00 PM,2023020007,1,2.3,0
8477346,52,M. Weegar,D,1,0,1,3,0,2,4,0,0,0,0,1,0/0,1160,4,170,CGY,WPG,D,D,2023-10-11,Wednesday 10:00 PM,2023020007,1,4.3,0
8478396,55,N. Hanifin,D,0,1,1,0,0,0,4,0,1,0,0,2,0/0,1287,108,164,CGY,WPG,D,D,2023-10-11,Wednesday 10:00 PM,2023020007,1,3.7,1
8477851,82,J. Oesterle,D,0,0,0,-2,0,0,4,0,0,0,0,1,0/0,841,0,11,CGY,WPG,D,D,2023-10-11,Wednesday 10:00 PM,2023020007,1,2.1,0
8476456,10,J. Huberdeau,C,0,2,2,1,0,0,0,0,0,0,0,1,0/0,1111,213,14,CGY,WPG,C,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,2.1,0
8474150,11,M. Backlund,C,0,0,0,1,4,1,0,0,0,0,0,3,10/24,1093,108,131,CGY,WPG,C,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,0.4,0
8481068,17,Y. Sharangovich,C,0,0,0,-1,0,0,0,0,0,0,0,0,1/2,873,0,198,CGY,WPG,C,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,0.0,0
8478421,18,A. Greer,L,0,0,0,1,0,3,1,0,0,0,0,1,0/0,412,0,0,CGY,WPG,W,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,0.9,0
8476399,20,B. Coleman,C,0,0,0,0,0,0,1,0,0,0,0,2,1/1,989,0,167,CGY,WPG,C,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,0.7,0
8482679,27,M. Coronato,R,0,0,0,-2,0,0,0,0,0,0,0,3,0/0,811,216,0,CGY,WPG,W,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,0.30000000000000004,0
8477496,28,E. Lindholm,C,1,2,3,2,0,1,0,0,0,0,1,1,21/25,1306,214,280,CGY,WPG,C,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,4.7,1
8479346,29,D. Dube,C,0,0,0,-1,2,1,2,0,0,0,0,1,1/1,872,108,81,CGY,WPG,C,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,1.2,0
8480008,63,A. Ruzicka,C,0,1,1,0,0,0,0,0,1,0,0,0,5/9,652,111,0,CGY,WPG,C,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,1.5,1
8482652,71,W. Duehr,R,0,1,1,1,0,1,0,0,0,0,0,0,0/0,439,0,0,CGY,WPG,W,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,1.1,0
8478233,88,A. Mangiapane,L,2,1,3,2,2,0,0,1,1,0,0,2,0/0,1007,112,64,CGY,WPG,W,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,5.7,1
8475172,91,N. Kadri,C,0,0,0,-2,0,0,0,0,0,0,0,2,8/15,1087,217,25,CGY,WPG,C,F,2023-10-11,Wednesday 10:00 PM,2023020007,1,0.2,0
8478911,3,M. Roy,D,0,0,0,0,2,1,4,0,0,0,0,3,0/0,1225,237,86,LAK,COL,D,D,2023-10-11,Wednesday 10:00 PM,2023020008,1,2.4,0
8477971,5,A. Englund,D,0,0,0,0,0,2,0,0,0,0,0,0,0/0,762,0,72,LAK,COL,D,D,2023-10-11,Wednesday 10:00 PM,2023020008,1,0.2,0
8481600,7,T. Bjornfot,D,0,0,0,0,0,0,1,0,0,0,0,0,0/0,612,0,0,LAK,COL,D,D,2023-10-11,Wednesday 10:00 PM,2023020008,1,0.5,0
8474563,8,D. Doughty,D,0,0,0,-1,0,3,1,0,0,0,0,3,0/0,1578,369,113,LAK,COL,D,D,2023-10-11,Wednesday 10:00 PM,2023020008,1,1.1,0
8479998,44,M. Anderson,D,0,0,0,-1,0,2,1,0,0,0,0,0,0/0,1234,10,117,LAK,COL,D,D,2023-10-11,Wednesday 10:00 PM,2023020008,1,0.7,0
8478882,84,V. Gavrikov,D,0,0,0,-1,0,0,2,0,0,0,0,0,0/0,1242,14,152,LAK,COL,D,D,2023-10-11,Wednesday 10:00 PM,2023020008,1,1.0,0
8477960,9,A. Kempe,R,0,0,0,0,2,2,0,0,0,0,0,2,0/0,1223,240,122,LAK,COL,W,F,2023-10-11,Wednesday 10:00 PM,2023020008,1,0.4,0
8471685,11,A. Kopitar,C,0,1,1,0,0,1,1,0,0,0,0,2,16/23,1327,392,116,LAK,COL,C,F,2023-10-11,Wednesday 10:00 PM,2023020008,1,1.8,0
8479675,12,T. Moore,L,0,0,0,-1,0,1,0,0,0,0,0,3,0/1,1171,199,69,LAK,COL,W,F,2023-10-11,Wednesday 10:00 PM,2023020008,1,0.4,0
8477942,22,K. Fiala,L,0,0,0,-2,0,0,1,0,0,0,0,5,0/1,1270,380,16,LAK,COL,W,F,2023-10-11,Wednesday 10:00 PM,2023020008,1,1.0,0
8476479,24,P. Danault,C,0,1,1,-1,0,0,0,0,0,0,0,4,7/13,1156,321,81,LAK,COL,C,F,2023-10-11,Wednesday 10:00 PM,2023020008,1,1.4,0
8481481,46,B. Lizotte,C,0,0,0,0,0,0,0,0,0,0,0,1,2/6,462,21,59,LAK,COL,C,F,2023-10-11,Wednesday 10:00 PM,2023020008,1,0.1,0
8482124,55,Q. Byfield,C,1,0,1,1,0,0,1,0,0,0,0,3,2/3,975,200,0,LAK,COL,C,F,2023-10-11,Wednesday 10:00 PM,2023020008,1,2.8,0
8473453,61,T. Lewis,C,0,0,0,-2,0,2,0,0,0,0,0,1,0/2,742,5,63,LAK,COL,C,F,2023-10-11,Wednesday 10:00 PM,2023020008,1,0.30000000000000004,0
8482155,78,A. Laferriere,R,0,0,0,-1,7,0,1,0,0,0,0,4,0/0,968,208,0,LAK,COL,W,F,2023-10-11,Wednesday 10:00 PM,2023020008,1,0.9,0
8479400,80,P. Dubois,C,0,0,0,-2,2,1,0,0,0,0,0,3,6/15,1228,377,14,LAK,COL,C,F,2023-10-11,Wednesday 10:00 PM,2023020008,1,0.4,0
8479336,91,C. Grundstrom,R,1,0,1,0,2,2,0,0,0,0,0,2,0/0,576,27,0,LAK,COL,W,F,2023-10-11,Wednesday 10:00 PM,2023020008,1,2.4,0
8479425,17,F. Hronek,D,0,2,2,4,0,0,0,0,0,0,0,1,0/0,1321,134,164,VAN,EDM,D,D,2023-10-11,Wednesday 10:00 PM,2023020009,1,2.1,0
8484254,41,A. Hirose,D,0,0,0,0,0,1,2,0,0,0,0,0,0/0,921,141,39,VAN,EDM,D,D,2023-10-11,Wednesday 10:00 PM,2023020009,1,1.1,0
