playerId,name,team,position,toi,gamesPlayed,saves,shots,shutout,fantasyPoints,missedGames,creaseShare,gamesRemaining,FPP60,FPPG,fantasyPointsRemain
8477484,S. Martin,CBJ,G,29220,9,242,268,0,5.400000000000002,0,35.45,20,0.67,0.6,13.92
8477831,P. Copley,LAK,G,18944,6,105,121,1,6.0,0,27.5,17,1.14,1.0,19.76
8477967,T. Demko,VAN,G,52944,15,395,427,2,61.0,0,67.19,40,4.15,4.07,167.21
8477968,A. Nedeljkovic,PIT,G,14307,4,133,142,1,19.6,0,19.96,12,4.93,4.9,61.04
8477970,V. Vanecek,NJD,G,45498,14,321,363,0,12.200000000000005,0,67.2,42,0.97,0.87,40.87
8477992,J. Johansson,TBL,G,61186,17,491,549,2,25.20000000000001,0,77.58,46,1.48,1.48,69.01
8478007,E. Merzlikins,CBJ,G,53199,16,451,497,0,21.200000000000006,0,64.55,38,1.43,1.33,54.63
8478009,I. Sorokin,NYI,G,47586,13,431,470,2,39.2,0,65.49,40,2.97,3.02,120.41
8478024,V. Husso,DET,G,39459,11,302,340,0,13.400000000000002,0,54.77,33,1.22,1.22,41.51
8478039,K. Kahkonen,SJS,G,26196,9,241,271,0,-3.799999999999999,0,33.14,19,-0.52,-0.42,-10.39
8478048,I. Shesterkin,NYR,G,41684,12,318,348,0,35.6,0,57.51,35,3.07,2.97,109.63
8478406,M. Blackwood,SJS,G,51011,16,468,519,0,5.600000000000009,0,64.54,38,0.4,0.35,15.3
8478435,D. Vladar,CGY,G,25849,7,173,196,0,5.600000000000003,0,32.4,19,0.78,0.8,15.16
8478470,S. Montembeault,MTL,G,31996,9,248,273,0,16.6,0,41.64,25,1.87,1.84,47.44
8478492,I. Samsonov,TOR,G,31203,10,224,255,0,1.8000000000000016,0,44.96,28,0.21,0.18,5.88
8478499,A. Hill,VGK,G,47683,13,362,388,2,64.4,0,59.44,35,4.86,4.95,173.41
8478872,K. Vejmelka,ARI,G,36555,11,288,323,0,-2.399999999999997,0,50.81,31,-0.24,-0.22,-7.45
8478916,J. Daccord,SEA,G,42199,12,298,333,0,6.600000000000004,0,52.22,31,0.56,0.55,17.64
8478971,C. Ingram,ARI,G,35391,11,297,323,1,38.400000000000006,0,49.19,30,3.91,3.49,119.13
8479193,C. DeSmith,VAN,G,25855,8,206,227,0,14.000000000000002,0,32.81,19,1.95,1.75,38.38
8479292,C. Lindgren,WSH,G,21484,6,187,202,1,26.400000000000002,0,32.88,21,4.42,4.4,93.08
8479312,A. Lyon,DET,G,10680,3,79,83,1,18.799999999999997,0,14.82,9,6.34,6.27,58.24
8479361,J. Woll,TOR,G,38198,11,312,343,0,24.400000000000002,0,55.04,34,2.3,2.22,79.74
8479394,C. Hart,PHI,G,39865,12,286,314,1,28.200000000000003,0,52.78,32,2.55,2.35,81.99
8479406,F. Gustavsson,MIN,G,36534,11,296,336,1,-7.799999999999995,0,53.09,33,-0.77,-0.71,-25.71
8479973,S. Skinner,EDM,G,49426,15,322,367,1,2.400000000000005,0,69.08,42,0.17,0.16,7.49
8479979,J. Oettinger,DAL,G,50478,14,387,425,0,35.400000000000006,0,73.82,46,2.52,2.53,117.42
8480045,U. Luukkonen,BUF,G,35447,11,280,305,1,34.00000000000001,0,44.91,26,3.45,3.09,93.05
8480051,C. Primeau,MTL,G,14768,4,123,137,0,4.600000000000001,0,19.22,11,1.12,1.15,13.15
8480280,J. Swayman,BOS,G,37814,11,307,332,1,44.400000000000006,0,49.74,30,4.23,4.04,128.25
8480313,L. Thompson,VGK,G,32536,9,247,268,0,28.400000000000002,0,40.56,24,3.14,3.16,76.47
8480382,A. Georgiev,COL,G,63387,18,441,491,1,43.2,0,83.81,51,2.45,2.4,125.43
8480843,L. Dostal,ANA,G,29272,9,253,288,0,0.6000000000000014,0,39.11,23,0.07,0.07,1.76
8480947,K. Lankinen,NSH,G,16768,5,137,150,0,13.400000000000002,0,23.62,14,2.88,2.68,42.13
8480981,J. Hofer,STL,G,22611,8,182,201,1,21.400000000000002,0,31.25,19,3.41,2.68,66.0
8480992,M. Chrona,SJS,G,1830,1,13,17,0,-5.4,0,2.32,1,-10.62,-5.4,-14.76
8481031,I. Prosvetov,COL,G,12245,5,91,99,0,10.200000000000001,0,16.19,9,3.0,2.04,29.62
8481033,A. Schmid,NJD,G,22208,7,165,185,0,-1.9999999999999991,0,32.8,20,-0.32,-0.29,-6.7
8481035,S. Ersson,PHI,G,28469,8,163,185,1,8.600000000000001,0,37.69,22,1.09,1.08,25.0
8481611,P. Kochetkov,CAR,G,22230,7,133,151,1,1.6000000000000019,0,30.81,19,0.26,0.23,4.95
8481692,D. Wolf,CGY,G,3585,1,34,38,0,-1.1999999999999993,0,4.49,2,-1.21,-1.2,-3.25
8482221,D. Levi,BUF,G,29916,9,220,251,0,-4.999999999999997,0,37.91,22,-0.6,-0.56,-13.68
8482411,H. Shepard,WSH,G,7200,2,54,59,0,8.799999999999999,0,11.02,7,4.4,4.4,31.03
8482821,A. Soderblom,CHI,G,32396,10,255,289,0,-8.999999999999996,0,47.67,30,-1.0,-0.9,-30.04
