playerId,name,team,position,toi,gamesPlayed,saves,shots,shutout,fantasyPoints,missedGames,creaseShare,gamesRemaining,FPP60,FPPG,fantasyPointsRemain
8477992,J. Johansson,TBL,G,69440,20,547,614,2,18.400000000000013,0,60.61,30,0.95,0.92,28.91
8478007,E. Merzlikins,CBJ,G,67771,20,597,657,0,31.400000000000006,0,59.13,29,1.67,1.57,49.31
8478009,I. Sorokin,NYI,G,69797,19,633,694,2,49.60000000000001,0,63.83,33,2.56,2.61,84.91
8478024,V. Husso,DET,G,60247,18,490,549,0,18.000000000000004,0,54.23,27,1.08,1.0,29.75
8478039,K. Kahkonen,SJS,G,42326,14,376,419,0,10.200000000000003,0,37.98,19,0.87,0.73,16.8
8478048,I. Shesterkin,NYR,G,63199,18,480,531,0,38.0,0,60.33,31,2.16,2.11,69.22
8478406,M. Blackwood,SJS,G,67291,21,607,677,0,-0.5999999999999899,0,60.38,30,-0.03,-0.03,-0.99
8478435,D. Vladar,CGY,G,38140,11,278,314,0,5.600000000000003,0,32.93,16,0.53,0.51,8.7
8478470,S. Montembeault,MTL,G,50242,14,400,439,0,32.00000000000001,0,44.31,22,2.29,2.29,51.81
8478492,I. Samsonov,TOR,G,42038,13,296,337,1,5.200000000000001,0,40.98,22,0.45,0.4,9.85
8478499,A. Hill,VGK,G,50468,15,380,407,2,70.0,2,43.23,20,4.99,4.67,103.61
8478872,K. Vejmelka,ARI,G,43734,13,349,388,1,8.800000000000004,0,40.53,21,0.72,0.68,15.27
8478916,J. Daccord,SEA,G,65263,19,457,505,1,26.400000000000006,0,54.12,26,1.46,1.39,38.62
8478971,C. Ingram,ARI,G,64166,19,518,561,3,74.60000000000001,0,59.47,30,4.19,3.93,129.43
8479193,C. DeSmith,VAN,G,33321,10,262,284,1,31.200000000000003,0,28.97,14,3.37,3.12,48.83
8479292,C. Lindgren,WSH,G,42658,12,358,387,2,45.60000000000001,0,41.82,22,3.85,3.8,86.9
8479312,A. Lyon,DET,G,21890,7,177,190,1,28.400000000000002,0,19.7,10,4.67,4.06,46.93
8479361,J. Woll,TOR,G,52793,15,449,490,0,40.800000000000004,9,51.46,23,2.78,2.72,64.42
8479394,C. Hart,PHI,G,58010,17,441,480,1,50.2,0,53.38,27,3.12,2.95,86.47
8479406,F. Gustavsson,MIN,G,65663,19,508,561,2,35.60000000000001,0,62.53,33,1.95,1.87,64.68
8479973,S. Skinner,EDM,G,71071,21,465,525,1,21.000000000000007,0,70.85,38,1.06,1.0,40.7
8479979,J. Oettinger,DAL,G,72417,21,539,598,1,38.80000000000001,2,66.87,33,1.93,1.85,64.49
8480045,U. Luukkonen,BUF,G,49238,15,365,405,1,21.000000000000007,0,43.0,21,1.54,1.4,33.01
8480051,C. Primeau,MTL,G,22245,6,193,214,0,8.600000000000003,0,19.62,10,1.39,1.43,13.92
8480193,D. Tarasov,CBJ,G,3450,1,24,29,0,-5.199999999999999,0,3.01,1,-5.43,-5.2,-8.17
8480238,J. Patera,VGK,G,3900,1,34,38,0,2.8000000000000007,0,3.34,1,2.58,2.8,4.32
8480280,J. Swayman,BOS,G,52478,15,422,452,2,70.4,0,49.76,26,4.83,4.69,127.37
8480313,L. Thompson,VGK,G,62382,18,442,485,0,45.400000000000006,0,53.43,26,2.62,2.52,70.0
8480382,A. Georgiev,COL,G,83910,24,601,669,1,46.0,0,75.03,38,1.97,1.92,75.52
8480843,L. Dostal,ANA,G,41142,13,350,394,0,6.0000000000000036,0,37.16,18,0.53,0.46,9.95
8480947,K. Lankinen,NSH,G,29670,9,233,260,0,8.600000000000003,0,26.82,13,1.04,0.96,14.28
8480981,J. Hofer,STL,G,29322,10,217,243,1,14.400000000000002,0,27.33,14,1.77,1.44,25.12
8480992,M. Chrona,SJS,G,1830,1,13,17,0,-5.4,0,1.64,0,-10.62,-5.4,-8.9
8481031,I. Prosvetov,COL,G,27921,10,213,235,0,15.600000000000005,0,24.97,12,2.01,1.56,25.61
8481033,A. Schmid,NJD,G,45008,14,338,377,0,10.600000000000003,0,43.52,23,0.85,0.76,19.55
8481035,S. Ersson,PHI,G,43472,12,271,302,2,28.200000000000003,0,40.0,20,2.34,2.35,48.57
8481611,P. Kochetkov,CAR,G,48010,15,295,330,1,18.0,0,42.95,21,1.35,1.2,29.56
8481692,D. Wolf,CGY,G,16643,5,133,149,0,-0.3999999999999977,0,14.37,7,-0.09,-0.08,-0.62
8482221,D. Levi,BUF,G,44616,13,334,372,0,16.800000000000004,0,38.97,19,1.36,1.29,26.41
8482411,H. Shepard,WSH,G,7200,2,54,59,0,8.799999999999999,0,7.06,3,4.4,4.4,16.77
8482821,A. Soderblom,CHI,G,45909,14,347,398,0,-23.599999999999994,0,42.71,22,-1.85,-1.69,-41.1
8482982,J. Greaves,CBJ,G,7136,2,71,76,0,8.200000000000001,0,6.23,3,4.14,4.1,12.88
