"id,fullName"
"4063504,Josh Mahura"
"4063522,Connor Ingram"
"4063569,Zack MacEwen"
"4063602,Givani Smith"
"4063606,Dylan Coghlan"
"4063607,Filip Hronek"
"4064582,Carter Hart"
"4064780,Tanner Jeannot"
"4064781,Mathieu Olivier"
"4064864,Matthew Phillips"
"4064872,Luke Philp"
"4064936,Andrew Peeke"
"4065019,Brandon Hagel"
"4081035,Victor Mete"
"4122196,Jonathan Dahlen"
"4135544,Matthew Highmore"
"4195214,Gavin Bayreuther"
"4196898,Shane Starrett"
"4196914,Jake Oettinger"
"4196930,Corey Schueneman"
"4196931,Sheldon Dries"
"4196959,Nick DeSimone"
"4197009,Brandon Duhaime"
"4197014,Jacob Bryson"
"4197015,Kasper Bjorkqvist"
"4197114,Callahan Burke"
"4197130,Cole Smith"
"4197146,Adam Fox"
"4197153,Jacob Lucchini"
"4197161,Joey Anderson"
"4197166,Hunter Miska"
"4197173,Brandon Biro"
"4197199,Rem Pitlick"
"4210859,Giovanni Fiore"
"4217973,Oscar  Fantenberg"
"4220707,Calle Rosen"
"4220708,Andreas Borgman"
"4226783,Radim Simek"
"4227208,Victor Antipin"
"4230583,Jan Rutta"
"4232871,Jaret Anderson-Dolan"
"4232875,Lias Andersson"
"4233536,Miro Heiskanen"
"4233544,Nolan Patrick"
"4233555,Nico Hischier"
"4233563,Cale Makar"
"4233566,Elias Pettersson"
"4233568,Cody Glass"
"4233575,Casey Mittelstadt"
"4233576,Michael Rasmussen"
"4233583,Gabriel Vilardi"
"4233586,Martin Necas"
"4233594,Nick Suzuki"
"4233598,Cal Foote"
"4233606,Erik Brannstrom"
"4233611,Juuso Valimaki"
"4233618,Timothy Liljegren"
"4233619,Urho Vaakanainen"
"4233627,Josh Norris"
"4233637,Robert Thomas"
"4233643,Filip Chytil"
"4233648,Kailer Yamamoto"
"4233653,Pierre-Olivier Joseph"
"4233660,Kristian Vesalainen"
"4233668,Ryan Poehling"
"4233685,Morgan Frost"
"4233686,Shane Bowers"
"4233705,Henri Jokiharju"
"4233720,Eeli Tolvanen"
"4233738,Klim Kostin"
"4233868,Conor Timmins"
"4233869,Kole Lind"
"4233870,Nicolas Hague"
"4233871,Isaac Ratcliffe"
"4233872,Jesper Boqvist"
"4233874,Gustav Lindstrom"
"4233875,Jason Robertson"
"4233876,Aleksi Heponiemi"
"4233877,Eetu Luostarinen"
"4233878,Dylan Samberg"
"4233880,Alexandre Texier"
"4233881,Robin Salo"
"4233882,Alex Formenton"
"4233883,Alexander Volkov"
"4233884,Mario Ferraro"
"4233885,Max Comtois"
"4233888,Jack Studnicka"
"4233889,Ukko-Pekka Luukkonen"
"4233890,Jonah Gadjovich"
"4233897,Jake Leschyshyn"
"4238471,Josef Korenar"
"4239677,Alexandar Georgiev"
"4244101,Collin Delia"
"4267976,David Kampf"
"4268377,Philip Holm"
"4268466,Morgan Geekie"
"4268746,Joona Koppanen"
"4268766,Dmitri Samorukov"
"4268767,Stuart Skinner"
"4268768,Jacob MacDonald"
"4268771,Jesper Bratt"
"4268772,Marian Studenic"
"4270244,William Lockwood"
"4270247,Michael Eyssimont"
"4270546,Ben Jones"
"4270820,Alex Barre-Boulet"
"4271525,Otto Koivula"
"4271549,Mikhail Maltsev"
"4271557,Keaton Middleton"
"4271565,Carl Grundstrom"
"4271575,Joseph Woll"
"4271584,Colin Blackwell"
"4271611,Brennan Menell"
"4271644,Jakub Jerabek"
"4271732,Pius Suter"
"4271734,Drake Batherson"
"4271946,Maxim Mamin"
"4271957,Henrik Haapala"
"4271998,Ryan Lindgren"
"4272008,Libor Sulak"
"4272040,Lucas Carlsson"
"4272102,Nick Caamano"
"4272107,Landon Bow"
"4272157,Frederik Tiffels"
"4272192,Mason Marchment"
"4272315,Sasha Chmelevski"
"4272674,Filip Gustavsson"
"4272685,William Bitten"
"4272688,Sebastian Aho (D)"
"4272888,Logan Thompson"
"4272903,Drake Rymsha"
"4272905,Sean Walker"
"4272907,Philippe Maillet"
"4276422,Kaden Fulcher"
"4294163,Rasmus Dahlin"
"4294165,Par  Lindholm"
"4294197,Pavel Francouz"
"4294205,Lukas Radil"
"4294631,Gaetan Haas"
"4294644,Mikko Lehtonen"
"4294651,Dominik Kahun"
"4294798,Bogdan Kiselevich"
"4294800,Alexander Barabanov"
"4297649,Egor Yakovlev"
"4312877,Zach Whitecloud"
"4316970,Morgan Barron"
"4316979,Jack Ahcan"
"4316983,Blake Lizotte"
"4319858,Brady Tkachuk"
"4319865,Josh Teves"
"4319876,Max Veronneau"
"4319879,Eric Robinson"
"4319882,Ryan Kuffner"
"4319916,Ian Mitchell"
"4319927,Connor Mackey"
"4319933,Daniel Brickley"
"4319938,CJ Suess"
"4319940,Walker Duehr"
"4319942,Marc Michaelis"
"4320548,Quinn Hughes"
"4320549,Jack LaFontaine"
"4320619,Sheldon Rempal"
"4320625,Nico Sturm"
"4320665,Scott Perunovich"
"4320668,Justin Richards"
"4323976,Victor Ejdsell"
"4331579,Paul Cotter"
"4331584,Riley Damiani"
"4331585,Semyon Der-Arguchintsev"
"4331603,Joey Keane"
"4331611,Alec Regula"
"4340228,Igor Ozhiganov"
"4341584,Kevin Lankinen"
"4342107,Ilya Lyubushkin"
"4347114,Jacob Nilsson"
"4348823,Antti Suomela"
"4352683,Andrei Svechnikov"
"4352692,Jesperi Kotkaniemi"
"4352699,Barrett Hayton"
"4352700,Filip Zadina"
"4352706,Adam Boqvist"
"4352711,Vitali Kravtsov"
"4352722,Evan Bouchard"
"4352727,Oliver Wahlstrom"
"4352732,Noah Dobson"
"4352747,Ty Dellandrea"
"4352750,Joel Farabee"
"4352755,Grigori Denisenko"
"4352756,Martin Kaut"
"4352757,Ty Smith"
"4352758,Liam Foudy"
"4352759,Jay O'Brien"
"4352762,Rasmus Kupari"
"4352765,Ryan Merkley"
"4352770,K'Andre Miller"
"4352775,Isac Lundestrom"
"4352782,Filip Johansson"
"4352797,Dominik Bokk"
"4352798,Jacob Bernard-Docker"
"4352799,Nicolas Beaudin"
"4352800,Nils Lundkvist"
"4352803,Rasmus Sandin"
"4352804,Joe Veleno"
"4352805,Alexander Alexeyev"
"4378656,Mattias Samuelsson"
"4378660,Jonatan Berggren"
"4378661,Serron Noel"
"4378663,Jesse Ylonen"
"4378669,Ryan McLeod"
"4378671,Jack Drury"
"4378677,Martin Fehervary"
"4378683,Sean Durzi"
"4378684,Calen Addison"
"4378685,Benoit-Olivier Groulx"
"4378686,Kevin Bahl"
"4378694,Gabriel Fortier"
"4378695,David Gustafsson"
"4391104,Lawrence Pilut"
"4391250,Rafael Harvey-Pinard"
"4391251,Axel Jonsson-Fjallby"
"4391255,Kiefer Sherwood"
"4391789,Jakub Lauko"
"4392047,Maksim Sushko"
"4392070,Justin Kirkland"
"4392072,Owen Tippett"
"4392115,Tarmo Reunanen"
"4392117,Jeremy  Davies"
"4392137,Tanner Laczynski"
"4392158,Wade Allison"
"4392164,Linus Hogberg"
"4392215,Michael Pezzetta"
"4392260,Vincent Desharnais"
"4392268,Egor Zamula"
"4392306,Juuso Riikola"
"4392309,Parker Kelly"
"4392449,Fredrik Karlstrom"
"4392454,Alexey Toropchenko"
"4392471,Ross Colton"
"4392484,Gregory Hofmann"
"4392520,Oskar Steen"
"4392541,Philipp Kurashev"
"4392545,Olli Juolevi"
"4392570,Filip Kral"
"4392596,Kristians Rubins"
"4392605,Mac Hollowell"
"4392612,Adam Brooks"
"4392640,Alexander True"
"4392642,Simon Benoit"
"4392740,Austin Strand"
"4392758,Ivan  Chekhovich"
"4392765,Michael DiPietro"
"4392768,Adam Ruzicka"
"4392769,Brayden Pachal"
"4392782,Jake Christiansen"
"4392873,Alexander Khovanov"
"4392876,Gerry Mayhew"
"4392879,Mason Shaw"
"4393032,Ben Gleason"
"4393049,Jake Evans"
"4393055,Cale Fleury"
"4393058,Aidan Dudas"
"4393072,MacKenzie Entwistle"
"4393238,Kristian Reichel"
"4393408,Justus Annunen"
"4418665,Taro Hirose"
"4419180,Brady Keeper"
"4419263,Brinson Pasichnuk"
"4419638,Nick Perbix"
"4419646,Mitchell Chaffee"
"4419658,John Leonard"
"4419679,Cole Koepke"
"4419682,Noah Cates"
"4419724,Jordan Harris"
"4419736,Jack Dugan"
"4419743,Tyce Thompson"
"4419752,Josh Dunne"
"4419766,Reilly Walsh"
"4419767,Jack Rathbone"
"4419815,Alex Steeves"
"4420803,Brogan Rafferty"
"4421961,Joel Kellman"
"4422415,Ilya Mikheyev"
"4422898,Arttu Ruotsalainen"
"4423398,Emil Bemstrom"
"4425678,Jonas Rondbjerg"
"4565222,Jack Hughes"
"4565223,Kaapo Kakko"
"4565224,Kirby Dach"
"4565225,Bowen Byram"
"4565226,Alex Turcotte"
"4565227,Moritz Seider"
"4565228,Dylan Cozens"
"4565229,Philip Broberg"
"4565230,Trevor Zegras"
"4565231,Vasily Podkolzin"
"4565232,Victor Soderstrom"
"4565233,Matt Boldy"
"4565234,Spencer Knight"
"4565235,Cam York"
"4565236,Cole Caufield"
"4565237,Alex Newhook"
"4565238,Peyton Krebs"
"4565239,Thomas Harley"
"4565240,Lassi Thomson"
"4565241,Ville Heinola"
"4565242,Sam Poulin"
"4565243,Tobias Bjornfot"
"4565244,Simon Holmstrom"
"4565245,Philip Tomasino"
"4565246,Connor McMichael"
"4565247,Jakob Pelletier"
"4565248,Nolan Foote"
"4565249,Ryan Suzuki"
"4565250,Brayden Tracey"
"4565251,John Beecher"
"4565255,Shane Pinto"
"4565256,Arthur Kaliyev"
"4565257,Bobby Brink"
"4565259,Pyotr Kochetkov"
"4565260,Mads Sogaard"
"4565263,Nils Hoglander"
"4565264,Kaedan Korczak"
"4565266,Alex Vlasic"
"4565271,Artemi Kniazev"
"4565273,Samuel Fagemo"
"4565274,Vladislav Kolyachonok"
"4565275,Nicholas Robertson"
"4565278,Brett Leason"
"4565279,Samuel Bolduc"
"4565283,Nikita Okhotiuk"
"4565284,Nikita Alexandrov"
"4565857,Nikolai Knyzhov"
"4586824,Reese Johnson"
"4586826,Otto Leskinen"
"4587557,Ivan Prosvetov"
"4587568,Jan Jenik"
"4587580,Matias Maccelli"
"4587588,Pavel Dorofeyev"
"4587712,Tyler Madden"
"4587794,David Farrance"
"4587804,David Kase"
"4587805,Olle Lycksell"
"4587808,Wyatt Kalynuk"
"4587815,Samuel Ersson"
"4587820,Felix Sandstrom"
"4587837,Fabian Zetterlund"
"4587843,Yegor Sharangovich"
"4587845,Akira Schmid"
"4587848,Cameron Hillis"
"4587854,Alexander Romanov"
"4587855,Cayden Primeau"
"4587864,Anton Wedin"
"4587871,Josiah Slavin"
"4587904,Tyler Tucker"
"4587909,Joel Hofer"
"4587910,Joel Kiviranta"
"4587918,Alexander Yelesin"
"4587919,Artyom Zagidulin"
"4587922,Joel Persson"
"4587926,Nathan Smith"
"4587928,Joona Luoto"
"4587929,Declan Chisholm"
"4587932,Joakim Nygard"
"4587933,Johnathan Kovacevic"
"4587943,Aliaksei Protas"
"4587945,Joe Snively"
"4587946,Grant Hutton"
"4587949,Andrei  Chibisov"
"4587952,Dustin Wolf"
"4587982,Jonathan Gruden"
"4587985,Mark Kastelic"
"4587991,Veini Vehvilainen"
"4587994,Daniil Tarasov"
"4587996,Kirill Marchenko"
"4587997,Tim Berni"
"4587999,Carson Meyer"
"4588004,Connor Dewar"
"4588045,Eetu Makiniemi"
"4588051,Keith Petruzzelli"
"4588145,Samuel Walker"
"4588146,Egor Sokolov"
"4588148,Sampo Ranta"
"4588165,Lukas Dostal"
"4588168,Hunter Drew"
"4588173,Scott Reedy"
"4588178,Mikey Anderson"
"4588184,Danil  Yurtaykin"
"4588188,Jeffrey Viel"
"4588190,Jordan Spence"
"4588204,Kevin Mandolese"
"4588205,Pontus Holmberg"
"4588215,Adam Huska"
"4588265,Jimmy Huntington"
"4588269,Lean  Bergmann"
"4588292,Jayden Halbgewachs"
"4588331,Filip Hallander"
"4588338,Jakob  Lilja"
"4588638,Dakota Joshua"
"4588746,Nicholas Abruzzese"
"4588749,James Hamblin"
"4588844,Trey Fix-Wolansky"
"4683162,Mathias Brome"
"4697382,Alexis Lafreniere"
"4697383,Quinton Byfield"
"4697384,Tim Stutzle"
"4697385,Lucas Raymond"
"4697386,Jake Sanderson"
"4697387,Jamie Drysdale"
"4697388,Alexander Holtz"
"4697389,Jack Quinn"
"4697391,Marco Rossi"
"4697392,Cole Perfetti"
"4697394,Yaroslav Askarov"
"4697395,Anton Lundell"
"4697396,Seth Jarvis"
"4697397,Dylan Holloway"
"4697398,Rodion Amirov"
"4697399,Kaiden Guhle"
"4697400,Lukas Reichel"
"4697401,Dawson Mercer"
"4697402,Braden Schneider"
"4697404,Yegor Chinakhov"
"4697405,Hendrix Lapierre"
"4697406,Tyson Foerster"
"4697407,Connor Zary"
"4697408,Justin Barron"
"4697409,Jake Neighbours"
"4697410,Jacob Perreault"
"4697411,Ridly Greig"
"4697412,Brendan Brisson"
"4697413,Mavrik Bourque"
"4697438,JJ Peterka"
"4697443,Thomas Bordeleau"
"4697468,William Cuylle"
"4697579,Nils Aman"
"4697688,William Dufour"
"4697701,Jean-Luc Foudy"
"4697822,Adam Raska"
"4697831,Isaak Phillips"
"4711942,Fredrik  Handemark"
"4711944,Alexei Melnichuk"
"4711949,Radim Zohorna"
"4711951,Linus Sandin"
"4712021,Artem Zub"
"4712024,Brett Murray"
"4712036,Jeremy Swayman"
"4712146,Drew O'Connor"
"4755695,Jack McBain"
"4755704,Marc McLaughlin"
"4755729,Ben Meyers"
"4775334,Vladislav Provolnev"
"4781550,Nick Blankenburg"
"4781552,Matty Beniers"
"4781553,Kent Johnson"
"4781556,Owen Power"
"4781635,Zac Jones"
"4799741,Matt Kiersted"
"4808819,Mike Hardman"
"4812385,Jackson Cates"
"4832877,Olle Alsing"
"4845286,Cole Schwindt"
"4867883,Juuso Parssinen"
"4874718,Mason McTavish"
"4874719,Luke Hughes"
"4874720,Simon Edvinsson"
"4874721,William Eklund"
"4874722,Brandt Clarke"
"4874723,Dylan Guenther"
"4874725,Cole Sillinger"
"4874737,Jesper Wallstedt"
"4874738,Fabian Lysell"
"4874740,Wyatt Johnston"
"4874744,Zachary L'Heureux"
"4874745,Oskar Olausson"
"4874912,Aatu Raty"
"4874929,J.J. Moser"
"4893927,Kirill Semyonov"
"4893969,Arber Xhekaj"
"4894056,Adam Beckman"
"4894226,Jesper Froden"
"4894239,Bryce Kindopp"
"4894309,Zach Sawchenko"
"4894318,Santeri Hatakka"
"4894321,Jasper Weatherby"
"4894323,Zachary Hayes"
"4894355,Justin Danforth"
"4894369,Mattias Norlinder"
"4894374,Ben McCartney"
"4894378,Jacob Peterson"
"4894673,Nico Daws"
"4894702,Cole Reinhardt"
"4894729,Arvid Soderblom"
"4894820,Daniil Miromanov"
"4894857,Hugo Alnefelt"
"4894860,Valtteri Puustinen"
"4895164,Billy Sweezey"
"4895214,Jeff Malott"
"4895228,Jakub Galvas"
"4915344,Simon Nemec"
"4915347,Milos Kelemen"
"4915348,Pavol Regenda"
"4915349,Juraj Slafkovsky"
"4915846,Gustav Rydahl"
"4996077,Ronnie Attard"
"5048894,Bobby McMann"
"5048895,Viktor Lodin"
"5050068,Tom Hodges"
"5074159,Filip Roos"
"5074175,Marcus Bjork"
"5075578,Matej Blumel"
"5075840,Elmer Soderblom"
"5076622,Anton Levtchi"
"5077308,Andrei Kuzmenko"
"5080143,Logan Cooley"
"5080144,Shane Wright"
"5080145,Cutter Gauthier"
"5080147,David Jiricek"
"5080148,Kevin Korchinski"
"5080152,Marco Kasper"
"5080154,Pavel Mintyukov"
"5080155,Conor Geekie"
"5080156,Denton Mateychuk"
"5080157,Frank Nazar"
"5080158,Rutger McGroarty"
"5080159,Jonathan Lekkerimaki"
"5080160,Noah Ostlund"
"5080161,Joakim Kemell"
"5080162,Lian Bichsel"
"5080163,Liam Ohgren"
"5080168,Ivan Miroshnichenko"
"5080169,Owen Pickering"
"5080171,Jimmy Snuggerud"
"5080172,Danila Yurov"
"5080173,Sam Rinzel"
"5080174,Filip Mesar"
"5080175,Filip Bystedt"
"5080176,Jiri Kulich"
"5080177,Maveric Lamoureux"
"5080178,Brad Lambert"
"5080179,Isaac Howard"
"5080180,Reid Schaefer"
"5080202,Owen Beck"
"5103787,Nick Cicek"
"5120237,Jaxson Stauber"
"5125424,Matthew Berlin"
"4697446,Luke Evangelista"
"4894487,Devon Levi"
"4588042,Cole Guttman"
"3151772,Frederik Olofsson"
"4565268,Egor Afanasyev"
"4197153,Jacob Lucchini"
"4331604,Michael Kesselring"
"4697708,Danil Gushchin"
"4024861,Alex Nylander"
"4697717,Wyatt Kaiser"
"4997138,Henry Thrun"
"4197100,Dave Gust"
"4755696,Nikita Nesterenko"
"4697684,Elliot Desnoyers"
"4697448,Tyler Kleven"
"4874915,Vincent Iorio"
"5137433,Hunter McKown"
"4996312,Aidan McDonough"
"4697699,Sean Farrell"
"4270545,Arnaud Durandeau"
"4393406,Spencer Stastney"
"4576894,Arturs Silovs"
"4271212,Jiri Patera"
"4271213,Dylan Ferguson"
"5149125,Connor Bedard"
"5136617,Adam Fantilli"
"4874919,Matthew Knies"
"5149153,Leo Carlsson"
"4874899,Logan Stankoven"
"5080153,Matthew Savoie"
"4874732,Sebastian Cossa"
"4874730,Matt Coronato"
"5149170,Matvei Michkov"
"5080230,Lane Hutson"
"5080163,Liam Ohgren"
"4755752,Akito Hirose"
"5136696,Cole McWard"
"4755761,Jake Livingstone"
"4697719,Matthew Kessel"
"4894366,Jet Greaves"
"4908881,Jett Alexander"
"4268747,Olle Eriksson Ek"
"4894703,Leevi Merilainen"
"5149186,Zach Benson"
"5149227,Andrew Cristall"
"5149195,Eduard Sale"
"5149178,Dalibor Dvorsky"
"5136614,Gavin Brindley"
"5149155,William Smith"
"5149157,David Reinbacher"
"5149158,Dmitriy Simashev"
"5149172,Ryan Leonard"
"5149175,Nate Danielson"
"5149180,Tom Willander"
"5149183,Daniil But"
"5149188,Brayden Yager"
"5149189,Matthew Wood"
"5149191,Samuel Honzek"
"5149192,Axel Sandin Pellikka"
"5149193,Colby Barlow"
"5149194,Oliver Moore"
"5149196,Charlie Stramel"
"5149199,Oliver Bonk"
"5149204,Gabriel Perreault"
"5149206,Tanner Molendyk"
"5149208,Otto Stenberg"
"5149209,Quentin Musty"
"5149210,Calum Ritchie"
"5149211,Easton Cowan"
"5149213,Bradly Nadeau"
"5149214,Mikhail Gulyayev"
"5149216,David Edstrom"
"5149221,Nico Myatovic"
"5149222,Adam Gajan"
"5149223,Kasper Halttunen"
"5149224,Ethan Gauthier"
"5149225,Michael Hrabal"
"5149226,Anton Wahlberg"
"5149228,Trey Augustine"
"5149229,Andrew Gibson"
"5149230,Felix Nilsson"
"5149231,Roman Kantserov"
"5149232,Maxim Strbak"
"5149233,Kalan Lind"
"5149234,Brady Cleveland"
"5149235,Etienne Morin"
"5149236,Danny Nelson"
"5149237,Carson Rehkopf"
"5149238,Carson Bjarnason"
"5149239,Oscar Fisker Molgaard"
"5149240,Rasmus Kumpulainen"
"5149241,Jakub Dvorak"
"5149242,Martin Misiak"
"5149243,Beau Akey"
"5149244,Lukas Dragicevic"
"5149245,Lenni Hameenaho"
"5149246,Carey Terrance"
"5149247,Damian Clara"
"5149248,Tristan Bertucci"
"5149249,Felix Unger Sorum"
"5149250,Gracyn Sawchyn"
"5149251,Riley Heidt"
"4697449,Brock Faber"
"5080221,Matthew Poitras"
"4915856,Dmitri Voronkov"
"4565262,Jackson LaCombe"
"4697468,Will Cuylle"
"4587566,Ty Emberson"
"4588750,Tye Kartye"
"5142461,Uvis Balinskis"
"4697725,Alex Laferriere"
"3942033,Ryan Shea"
"5146592,Waltteri Merela"
