playerId,sweaterNumber,name,position,evenStrengthShotsAgainst,powerPlayShotsAgainst,shorthandedShotsAgainst,saveShotsAgainst,savePctg,evenStrengthGoalsAgainst,powerPlayGoalsAgainst,shorthandedGoalsAgainst,pim,goalsAgainst,toi,team,opponent,gameDate,gameTime,gameId,start,shutout,win
8479193,29,C. DeSmith,G,11/12,6/9,3/3,20/24,0.833,1,3,0,0,4,3828,VAN,NYR,2023-10-28,Saturday 10:00 PM,2023020124,1,0,1
8475660,39,C. Talbot,G,20/22,6/7,1/1,27/30,0.9,2,1,0,0,3,3835,LAK,VGK,2023-10-28,Saturday 10:30 PM,2023020125,1,0,1
8480045,1,U. Luukkonen,G,16/16,7/7,0/0,23/23,1.0,0,0,0,0,0,3600,BUF,COL,2023-10-29,Sunday 01:00 PM,2023020126,1,1,4
8477970,41,V. Vanecek,G,18/20,12/13,1/1,31/34,0.912,2,1,0,0,3,3600,NJD,MIN,2023-10-29,Sunday 05:00 PM,2023020127,1,0,4
8475311,35,D. Kuemper,G,27/28,0/0,3/3,30/31,0.968,1,0,0,0,1,3592,WSH,SJS,2023-10-29,Sunday 05:00 PM,2023020128,1,0,4
8479973,74,S. Skinner,G,18/18,6/8,0/0,24/26,0.923,0,2,0,0,2,3585,EDM,CGY,2023-10-29,Sunday 07:00 PM,2023020129,1,0,4
8476999,35,L. Ullmark,G,23/25,12/12,0/0,35/37,0.946,2,0,0,0,2,3816,BOS,FLA,2023-10-30,Monday 07:00 PM,2023020130,1,0,4
8479394,79,C. Hart,G,25/27,1/2,3/3,29/32,0.906,2,1,0,0,3,3584,PHI,CAR,2023-10-30,Monday 07:00 PM,2023020131,1,0,0
8477465,35,T. Jarry,G,21/23,2/3,0/1,23/27,0.852,2,1,1,0,4,3582,PIT,ANA,2023-10-30,Monday 07:00 PM,2023020132,1,0,0
8477992,31,J. Johansson,G,33/35,6/8,0/0,39/43,0.907,2,2,0,0,4,3755,TBL,SEA,2023-10-30,Monday 07:00 PM,2023020133,1,0,1
8478009,30,I. Sorokin,G,28/32,3/3,1/1,32/36,0.889,4,0,0,0,4,3685,NYI,DET,2023-10-30,Monday 07:30 PM,2023020134,1,0,1
8476945,37,C. Hellebuyck,G,16/18,7/8,0/0,23/26,0.885,2,1,0,0,3,3874,WPG,NYR,2023-10-30,Monday 07:30 PM,2023020135,1,0,1
8479979,29,J. Oettinger,G,19/22,2/2,1/1,22/25,0.88,3,0,0,0,3,3574,DAL,CBJ,2023-10-30,Monday 08:00 PM,2023020136,1,0,4
8478971,39,C. Ingram,G,26/27,3/3,0/0,29/30,0.967,1,0,0,0,1,3588,ARI,CHI,2023-10-30,Monday 10:00 PM,2023020137,1,0,4
8478499,33,A. Hill,G,30/31,5/5,2/3,37/39,0.949,1,0,1,0,2,3860,VGK,MTL,2023-10-30,Monday 10:00 PM,2023020138,1,0,4
8479361,60,J. Woll,G,18/21,5/6,0/0,23/27,0.852,3,1,0,0,4,3598,TOR,LAK,2023-10-31,Tuesday 08:00 PM,2023020139,1,0,0
8477967,35,T. Demko,G,24/26,3/3,0/0,27/29,0.931,2,0,0,0,2,3584,VAN,NSH,2023-10-31,Tuesday 10:00 PM,2023020140,1,0,4
8481035,33,S. Ersson,G,6/8,1/1,0/0,7/9,0.778,2,0,0,0,2,2956,PHI,BUF,2023-11-01,Wednesday 07:00 PM,2023020141,0,0,0
8479394,79,C. Hart,G,3/5,0/0,0/0,3/5,0.6,2,0,0,0,2,600,PHI,BUF,2023-11-01,Wednesday 07:00 PM,2023020141,1,0,0
