playerId,name,team,position,toi,gamesPlayed,saves,shots,shutout,fantasyPoints,missedGames,creaseShare,gamesRemaining,FPP60,FPPG,fantasyPointsRemain
8470594,M. Fleury,MIN,G,39348,11,281,317,0,2.200000000000003,0,38.76,20,0.2,0.2,4.21
8471734,J. Quick,NYR,G,37948,11,277,299,2,54.4,0,36.23,19,5.16,4.95,99.09
8473503,J. Reimer,DET,G,26563,8,195,214,1,14.000000000000004,0,24.67,12,1.9,1.75,24.34
8473575,S. Varlamov,NYI,G,39554,11,341,371,2,39.2,0,36.17,18,3.57,3.56,67.11
8474593,J. Markstrom,CGY,G,57455,16,403,450,0,12.600000000000009,0,51.19,26,0.79,0.79,20.61
8474596,J. Allen,MTL,G,37236,11,338,375,0,7.600000000000003,0,33.94,17,0.73,0.69,12.97
8474889,M. Jones,TOR,G,7763,3,75,79,1,22.000000000000004,0,7.57,4,10.2,7.33,41.69
8475311,D. Kuemper,WSH,G,48256,14,346,388,0,11.200000000000003,0,49.18,27,0.84,0.8,22.6
8475660,C. Talbot,LAK,G,71457,20,501,541,2,80.2,0,73.19,40,4.04,4.01,162.64
8475683,S. Bobrovsky,FLA,G,80836,23,572,628,2,65.4,0,75.44,39,2.91,2.84,114.26
8475717,C. Pickard,EDM,G,13235,4,100,111,0,2.0000000000000018,0,13.19,7,0.54,0.5,3.88
8475789,J. Campbell,EDM,G,16007,5,137,157,0,-8.599999999999998,0,15.96,8,-1.93,-1.72,-16.67
8475809,S. Wedgewood,DAL,G,32215,9,273,302,0,22.6,0,30.79,16,2.53,2.51,41.21
8475831,P. Grubauer,SEA,G,55322,17,382,432,0,-2.599999999999995,2,47.33,22,-0.17,-0.15,-3.84
8475839,L. Domingue,NYR,G,3600,1,25,26,0,7.0,0,3.44,1,7.0,7.0,12.75
8475852,P. Mrazek,CHI,G,58111,18,495,544,1,32.00000000000001,0,55.87,29,1.98,1.78,58.7
8475883,F. Andersen,CAR,G,18845,6,127,142,0,11.400000000000002,13,17.47,6,2.18,1.9,14.84
8476316,L. Brossoit,WPG,G,25251,7,179,197,0,12.800000000000002,0,24.15,12,1.82,1.83,23.36
8476341,A. Forsberg,OTT,G,36773,11,234,267,1,3.8000000000000034,0,40.98,23,0.37,0.35,8.69
8476412,J. Binnington,STL,G,77971,23,651,717,1,42.20000000000001,0,72.67,37,1.95,1.83,73.63
8476433,M. Hellberg,PIT,G,7193,3,59,64,0,5.800000000000001,0,6.88,3,2.9,1.93,10.58
8476434,J. Gibson,ANA,G,67169,20,511,565,0,14.200000000000006,0,64.89,34,0.76,0.71,26.17
8476883,A. Vasilevskiy,TBL,G,34549,10,253,282,1,15.600000000000005,0,30.16,15,1.63,1.56,24.51
8476914,J. Korpisalo,OTT,G,52959,16,431,480,0,12.200000000000003,0,59.02,33,0.83,0.76,27.9
8476932,A. Stolarz,FLA,G,26312,8,172,188,0,19.400000000000002,0,24.56,12,2.65,2.43,33.89
8476945,C. Hellebuyck,WPG,G,79316,22,587,640,1,75.4,0,75.85,40,3.42,3.43,137.58
8476999,L. Ullmark,BOS,G,52983,15,443,484,0,47.6,0,50.24,26,3.23,3.17,86.12
8477035,M. Tomkins,TBL,G,10575,3,80,90,0,1.7763568394002505e-15,0,9.23,4,0.0,0.0,0.0
8477293,A. Raanta,CAR,G,44928,14,264,309,1,-9.199999999999998,0,41.64,21,-0.74,-0.66,-15.96
8477361,C. Petersen,PHI,G,7200,2,60,67,0,2.0,0,6.62,3,1.0,1.0,3.44
8477424,J. Saros,NSH,G,80939,24,629,690,1,62.800000000000004,0,73.18,37,2.79,2.62,104.24
8477465,T. Jarry,PIT,G,73102,22,554,607,3,51.800000000000004,0,69.92,37,2.55,2.35,94.53
8477480,E. Comrie,BUF,G,20642,7,144,167,0,-13.199999999999996,0,18.03,9,-2.3,-1.89,-20.75
8477484,S. Martin,CBJ,G,36257,11,296,332,0,-3.799999999999997,0,31.63,15,-0.38,-0.35,-5.97
8477831,P. Copley,LAK,G,26177,8,154,177,1,5.800000000000001,1,26.81,14,0.8,0.73,11.55
8477967,T. Demko,VAN,G,78096,22,596,646,3,88.2,0,70.09,35,4.07,4.01,145.34
8477968,A. Nedeljkovic,PIT,G,24259,7,221,238,1,26.200000000000003,0,23.2,12,3.89,3.74,47.81
8477970,V. Vanecek,NJD,G,58419,18,409,463,0,17.800000000000008,0,58.45,31,1.1,0.99,34.62
8477992,J. Johansson,TBL,G,69440,20,547,614,2,18.400000000000013,0,60.61,30,0.95,0.92,28.91
8478007,E. Merzlikins,CBJ,G,67771,20,597,657,0,31.400000000000006,0,59.13,29,1.67,1.57,49.31
8478009,I. Sorokin,NYI,G,69797,19,633,694,2,49.60000000000001,0,63.83,33,2.56,2.61,84.91
8478024,V. Husso,DET,G,59204,17,484,541,0,20.800000000000004,0,54.99,28,1.26,1.22,36.17
8478039,K. Kahkonen,SJS,G,42326,14,376,419,0,10.200000000000003,0,39.24,20,0.87,0.73,17.7
8478048,I. Shesterkin,NYR,G,63199,18,480,531,0,38.0,0,60.33,31,2.16,2.11,69.22
8478406,M. Blackwood,SJS,G,63710,20,584,649,0,4.80000000000001,0,59.06,30,0.27,0.24,8.33
8478435,D. Vladar,CGY,G,38140,11,278,314,0,5.600000000000003,0,33.98,17,0.53,0.51,9.16
8478470,S. Montembeault,MTL,G,50242,14,400,439,0,32.00000000000001,0,45.79,23,2.29,2.29,54.6
8478492,I. Samsonov,TOR,G,42038,13,296,337,1,5.200000000000001,0,40.98,22,0.45,0.4,9.85
