gameID,gameDate,gameTime,awayTeam,homeTeam,gameDT,winningGoalie
2023021062,2024-03-16,Saturday 05:00 PM,NJD,ARI,2024-03-16 21:00:00,0
2023021112,2024-03-22,Friday 10:00 PM,SEA,ARI,2024-03-23 02:00:00,0
2023021130,2024-03-24,Sunday 08:00 PM,DAL,ARI,2024-03-25 00:00:00,0
2023021145,2024-03-26,Tuesday 10:00 PM,CBJ,ARI,2024-03-27 02:00:00,0
2023021161,2024-03-28,Thursday 10:00 PM,NSH,ARI,2024-03-29 02:00:00,0
2023021168,2024-03-30,Saturday 06:00 PM,NYR,ARI,2024-03-30 22:00:00,0
2023021200,2024-04-03,Wednesday 10:00 PM,VAN,ARI,2024-04-04 02:00:00,0
2023021216,2024-04-05,Friday 10:00 PM,VGK,ARI,2024-04-06 02:00:00,0
2023021306,2024-04-17,Wednesday 10:00 PM,EDM,ARI,2024-04-18 02:00:00,0
2023020024,2023-10-14,Saturday 07:00 PM,CHI,MTL,2023-10-14 23:00:00,8478470
2023020041,2023-10-17,Tuesday 07:00 PM,MIN,MTL,2023-10-17 23:00:00,8470594
2023020069,2023-10-21,Saturday 07:00 PM,WSH,MTL,2023-10-21 23:00:00,8474596
2023020087,2023-10-24,Tuesday 07:15 PM,NJD,MTL,2023-10-24 23:15:00,8477970
2023020103,2023-10-26,Thursday 07:00 PM,CBJ,MTL,2023-10-26 23:00:00,8478470
2023020121,2023-10-28,Saturday 07:00 PM,WPG,MTL,2023-10-28 23:00:00,8474596
2023020181,2023-11-07,Tuesday 07:00 PM,TBL,MTL,2023-11-08 00:00:00,8477035
2023020212,2023-11-11,Saturday 07:00 PM,BOS,MTL,2023-11-12 00:00:00,8478470
2023020224,2023-11-12,Sunday 07:00 PM,VAN,MTL,2023-11-13 00:00:00,8479193
2023020231,2023-11-14,Tuesday 07:00 PM,CGY,MTL,2023-11-15 00:00:00,8474593
2023020244,2023-11-16,Thursday 07:00 PM,VGK,MTL,2023-11-17 00:00:00,8478499
2023020343,2023-11-30,Thursday 07:00 PM,FLA,MTL,2023-12-01 00:00:00,0
2023020361,2023-12-02,Saturday 07:00 PM,DET,MTL,2023-12-03 00:00:00,0
2023020376,2023-12-04,Monday 07:30 PM,SEA,MTL,2023-12-05 00:30:00,0
2023020394,2023-12-07,Thursday 07:00 PM,LAK,MTL,2023-12-08 00:00:00,0
2023020423,2023-12-10,Sunday 07:00 PM,NSH,MTL,2023-12-11 00:00:00,0
2023020442,2023-12-13,Wednesday 07:00 PM,PIT,MTL,2023-12-14 00:00:00,0
2023020464,2023-12-16,Saturday 07:00 PM,NYI,MTL,2023-12-17 00:00:00,0
2023020590,2024-01-04,Thursday 07:00 PM,BUF,MTL,2024-01-05 00:00:00,0
2023020610,2024-01-06,Saturday 07:00 PM,NYR,MTL,2024-01-07 00:00:00,0
2023020642,2024-01-11,Thursday 07:00 PM,SJS,MTL,2024-01-12 00:00:00,0
2023020660,2024-01-13,Saturday 07:00 PM,EDM,MTL,2024-01-14 00:00:00,0
2023020678,2024-01-15,Monday 07:00 PM,COL,MTL,2024-01-16 00:00:00,0
2023020731,2024-01-23,Tuesday 07:00 PM,OTT,MTL,2024-01-24 00:00:00,0
2023020748,2024-01-25,Thursday 07:00 PM,NYI,MTL,2024-01-26 00:00:00,0
2023020806,2024-02-10,Saturday 01:00 PM,DAL,MTL,2024-02-10 18:00:00,0
2023020817,2024-02-11,Sunday 01:00 PM,STL,MTL,2024-02-11 18:00:00,0
2023020825,2024-02-13,Tuesday 07:00 PM,ANA,MTL,2024-02-14 00:00:00,0
2023020857,2024-02-17,Saturday 07:00 PM,WSH,MTL,2024-02-18 00:00:00,0
2023020884,2024-02-21,Wednesday 07:00 PM,BUF,MTL,2024-02-22 00:00:00,0
2023020929,2024-02-27,Tuesday 07:00 PM,ARI,MTL,2024-02-28 00:00:00,0
2023021014,2024-03-09,Saturday 07:00 PM,TOR,MTL,2024-03-10 00:00:00,0
2023021033,2024-03-12,Tuesday 07:00 PM,CBJ,MTL,2024-03-12 23:00:00,0
2023021049,2024-03-14,Thursday 07:00 PM,BOS,MTL,2024-03-14 23:00:00,0
2023021152,2024-03-28,Thursday 07:00 PM,PHI,MTL,2024-03-28 23:00:00,0
2023021172,2024-03-30,Saturday 07:00 PM,CAR,MTL,2024-03-30 23:00:00,0
2023021190,2024-04-02,Tuesday 07:00 PM,FLA,MTL,2024-04-02 23:00:00,0
2023021204,2024-04-04,Thursday 07:00 PM,TBL,MTL,2024-04-04 23:00:00,0
2023021223,2024-04-06,Saturday 07:00 PM,TOR,MTL,2024-04-06 23:00:00,0
2023021242,2024-04-09,Tuesday 07:00 PM,PHI,MTL,2024-04-09 23:00:00,0
2023021298,2024-04-16,Tuesday 07:00 PM,DET,MTL,2024-04-16 23:00:00,0
2023020012,2023-10-12,Thursday 07:30 PM,DET,NJD,2023-10-12 23:30:00,8477970
2023020017,2023-10-13,Friday 07:00 PM,ARI,NJD,2023-10-13 23:00:00,8478872
2023020036,2023-10-16,Monday 07:00 PM,FLA,NJD,2023-10-16 23:00:00,8475683
2023020099,2023-10-25,Wednesday 07:30 PM,WSH,NJD,2023-10-25 23:30:00,8482411
2023020113,2023-10-27,Friday 07:00 PM,BUF,NJD,2023-10-27 23:00:00,8477970
2023020127,2023-10-29,Sunday 05:00 PM,MIN,NJD,2023-10-29 21:00:00,8477970
2023020206,2023-11-10,Friday 07:00 PM,WSH,NJD,2023-11-11 00:00:00,8479292
2023020261,2023-11-18,Saturday 07:00 PM,NYR,NJD,2023-11-19 00:00:00,8478048
2023020296,2023-11-24,Friday 03:00 PM,CBJ,NJD,2023-11-24 20:00:00,8478007
2023020310,2023-11-25,Saturday 07:00 PM,BUF,NJD,2023-11-26 00:00:00,8477970
2023020327,2023-11-28,Tuesday 07:00 PM,NYI,NJD,2023-11-29 00:00:00,0
2023020355,2023-12-01,Friday 07:00 PM,SJS,NJD,2023-12-02 00:00:00,0
2023020443,2023-12-13,Wednesday 07:30 PM,BOS,NJD,2023-12-14 00:30:00,0
2023020476,2023-12-17,Sunday 07:00 PM,ANA,NJD,2023-12-18 00:00:00,0
2023020487,2023-12-19,Tuesday 07:00 PM,PHI,NJD,2023-12-20 00:00:00,0
2023020501,2023-12-21,Thursday 07:30 PM,EDM,NJD,2023-12-22 00:30:00,0
2023020519,2023-12-23,Saturday 07:00 PM,DET,NJD,2023-12-24 00:00:00,0
2023020528,2023-12-27,Wednesday 07:00 PM,CBJ,NJD,2023-12-28 00:00:00,0
2023020602,2024-01-05,Friday 07:00 PM,CHI,NJD,2024-01-06 00:00:00,0
2023020611,2024-01-06,Saturday 07:00 PM,VAN,NJD,2024-01-07 00:00:00,0
2023020690,2024-01-17,Wednesday 07:00 PM,MTL,NJD,2024-01-18 00:00:00,0
2023020711,2024-01-20,Saturday 07:00 PM,DAL,NJD,2024-01-21 00:00:00,0
2023020725,2024-01-22,Monday 07:00 PM,VGK,NJD,2024-01-23 00:00:00,0
2023020787,2024-02-06,Tuesday 07:30 PM,COL,NJD,2024-02-07 00:30:00,0
2023020796,2024-02-08,Thursday 07:00 PM,CGY,NJD,2024-02-09 00:00:00,0
2023020819,2024-02-12,Monday 07:00 PM,SEA,NJD,2024-02-13 00:00:00,0
2023020839,2024-02-15,Thursday 07:00 PM,LAK,NJD,2024-02-16 00:00:00,0
2023020859,2024-02-17,Saturday 08:00 PM,PHI,NJD,2024-02-18 01:00:00,0
2023020891,2024-02-22,Thursday 07:00 PM,NYR,NJD,2024-02-23 00:00:00,0
2023020903,2024-02-24,Saturday 02:00 PM,MTL,NJD,2024-02-24 19:00:00,0
2023020916,2024-02-25,Sunday 01:00 PM,TBL,NJD,2024-02-25 18:00:00,0
2023020982,2024-03-05,Tuesday 07:00 PM,FLA,NJD,2024-03-06 00:00:00,0
2023020997,2024-03-07,Thursday 07:00 PM,STL,NJD,2024-03-08 00:00:00,0
2023021011,2024-03-09,Saturday 12:30 PM,CAR,NJD,2024-03-09 17:30:00,0
2023021084,2024-03-19,Tuesday 07:00 PM,PIT,NJD,2024-03-19 23:00:00,0
2023021102,2024-03-21,Thursday 07:00 PM,WPG,NJD,2024-03-21 23:00:00,0
2023021117,2024-03-23,Saturday 07:00 PM,OTT,NJD,2024-03-23 23:00:00,0
2023021191,2024-04-02,Tuesday 07:00 PM,PIT,NJD,2024-04-02 23:00:00,0
2023021233,2024-04-07,Sunday 07:00 PM,NSH,NJD,2024-04-07 23:00:00,0
2023021243,2024-04-09,Tuesday 07:00 PM,TOR,NJD,2024-04-09 23:00:00,0
2023021288,2024-04-15,Monday 07:00 PM,NYI,NJD,2024-04-15 23:00:00,0
2023020034,2023-10-15,Sunday 08:30 PM,CAR,ANA,2023-10-16 00:30:00,8480843
2023020059,2023-10-19,Thursday 10:00 PM,DAL,ANA,2023-10-20 02:00:00,8479979
2023020081,2023-10-22,Sunday 08:30 PM,BOS,ANA,2023-10-23 00:30:00,8476999
2023020144,2023-11-01,Wednesday 10:00 PM,ARI,ANA,2023-11-02 02:00:00,8480843
2023020175,2023-11-05,Sunday 08:00 PM,VGK,ANA,2023-11-06 01:00:00,8476434
2023020187,2023-11-07,Tuesday 10:00 PM,PIT,ANA,2023-11-08 03:00:00,8477465
2023020208,2023-11-10,Friday 10:00 PM,PHI,ANA,2023-11-11 03:00:00,8481035
2023020226,2023-11-12,Sunday 08:00 PM,SJS,ANA,2023-11-13 01:00:00,8476434
2023020253,2023-11-17,Friday 10:00 PM,FLA,ANA,2023-11-18 03:00:00,8476932
2023020271,2023-11-19,Sunday 08:00 PM,STL,ANA,2023-11-20 01:00:00,8480981
2023020290,2023-11-22,Wednesday 10:00 PM,MTL,ANA,2023-11-23 03:00:00,8478470
2023020299,2023-11-24,Friday 03:30 PM,LAK,ANA,2023-11-24 20:30:00,8475660
2023020352,2023-11-30,Thursday 10:00 PM,WSH,ANA,2023-12-01 03:00:00,0
2023020366,2023-12-02,Saturday 10:00 PM,COL,ANA,2023-12-03 03:00:00,0
2023020425,2023-12-10,Sunday 08:00 PM,WPG,ANA,2023-12-11 01:00:00,0
2023020508,2023-12-21,Thursday 10:00 PM,CGY,ANA,2023-12-22 03:00:00,0
2023020523,2023-12-23,Saturday 08:00 PM,SEA,ANA,2023-12-24 01:00:00,0
2023020540,2023-12-27,Wednesday 10:00 PM,VGK,ANA,2023-12-28 03:00:00,0
2023020553,2023-12-29,Friday 10:00 PM,ARI,ANA,2023-12-30 03:00:00,0
2023020569,2023-12-31,Sunday 08:00 PM,EDM,ANA,2024-01-01 01:00:00,0
2023020588,2024-01-03,Wednesday 09:00 PM,TOR,ANA,2024-01-04 02:00:00,0
2023020604,2024-01-05,Friday 10:00 PM,WPG,ANA,2024-01-06 03:00:00,0
2023020620,2024-01-07,Sunday 08:00 PM,DET,ANA,2024-01-08 01:00:00,0
2023020722,2024-01-21,Sunday 08:30 PM,NYR,ANA,2024-01-22 01:30:00,0
2023020737,2024-01-23,Tuesday 10:00 PM,BUF,ANA,2024-01-24 03:00:00,0
2023020780,2024-01-31,Wednesday 10:00 PM,SJS,ANA,2024-02-01 03:00:00,0
2023020803,2024-02-09,Friday 10:00 PM,EDM,ANA,2024-02-10 03:00:00,0
2023020886,2024-02-21,Wednesday 10:00 PM,CBJ,ANA,2024-02-22 03:00:00,0
2023020922,2024-02-25,Sunday 08:00 PM,NSH,ANA,2024-02-26 01:00:00,0
2023020955,2024-03-01,Friday 10:00 PM,NJD,ANA,2024-03-02 03:00:00,0
2023020973,2024-03-03,Sunday 08:00 PM,VAN,ANA,2024-03-04 01:00:00,0
2023020992,2024-03-06,Wednesday 10:00 PM,OTT,ANA,2024-03-07 03:00:00,0
2023021007,2024-03-08,Friday 10:00 PM,DAL,ANA,2024-03-09 03:00:00,0
2023021026,2024-03-10,Sunday 08:00 PM,NYI,ANA,2024-03-11 00:00:00,0
2023021091,2024-03-19,Tuesday 10:00 PM,MIN,ANA,2024-03-20 02:00:00,0
2023021105,2024-03-21,Thursday 10:00 PM,CHI,ANA,2024-03-22 02:00:00,0
2023021131,2024-03-24,Sunday 08:30 PM,TBL,ANA,2024-03-25 00:30:00,0
2023021215,2024-04-05,Friday 10:00 PM,SEA,ANA,2024-04-06 02:00:00,0
2023021235,2024-04-07,Sunday 08:00 PM,STL,ANA,2024-04-08 00:00:00,0
2023021249,2024-04-09,Tuesday 10:00 PM,LAK,ANA,2024-04-10 02:00:00,0
2023021268,2024-04-12,Friday 10:00 PM,CGY,ANA,2024-04-13 02:00:00,0
2023020011,2023-10-12,Thursday 07:00 PM,PHI,CBJ,2023-10-12 23:00:00,8479394
2023020022,2023-10-14,Saturday 07:00 PM,NYR,CBJ,2023-10-14 23:00:00,8478007
2023020035,2023-10-16,Monday 07:00 PM,DET,CBJ,2023-10-16 23:00:00,8473503
2023020063,2023-10-20,Friday 07:00 PM,CGY,CBJ,2023-10-20 23:00:00,8477484
2023020084,2023-10-24,Tuesday 08:30 PM,ANA,CBJ,2023-10-25 00:30:00,8480843
2023020120,2023-10-28,Saturday 07:00 PM,NYI,CBJ,2023-10-28 23:00:00,8473575
2023020146,2023-11-02,Thursday 07:00 PM,TBL,CBJ,2023-11-02 23:00:00,8478007
2023020194,2023-11-09,Thursday 07:30 PM,DAL,CBJ,2023-11-10 00:30:00,8479979
2023020230,2023-11-14,Tuesday 07:00 PM,PIT,CBJ,2023-11-15 00:00:00,8477465
2023020243,2023-11-16,Thursday 07:00 PM,ARI,CBJ,2023-11-17 00:00:00,8478971
2023020280,2023-11-22,Wednesday 07:00 PM,CHI,CBJ,2023-11-23 00:00:00,8478007
2023020321,2023-11-27,Monday 07:00 PM,BOS,CBJ,2023-11-28 00:00:00,8477484
2023020337,2023-11-29,Wednesday 07:00 PM,MTL,CBJ,2023-11-30 00:00:00,0
2023020354,2023-12-01,Friday 07:00 PM,OTT,CBJ,2023-12-02 00:00:00,0
2023020381,2023-12-05,Tuesday 07:00 PM,LAK,CBJ,2023-12-06 00:00:00,0
2023020405,2023-12-08,Friday 07:00 PM,STL,CBJ,2023-12-09 00:00:00,0
2023020420,2023-12-10,Sunday 01:00 PM,FLA,CBJ,2023-12-10 18:00:00,0
2023020463,2023-12-16,Saturday 07:00 PM,NJD,CBJ,2023-12-17 00:00:00,0
2023020499,2023-12-21,Thursday 07:00 PM,WSH,CBJ,2023-12-22 00:00:00,0
2023020517,2023-12-23,Saturday 07:00 PM,TOR,CBJ,2023-12-24 00:00:00,0
2023020546,2023-12-29,Friday 07:00 PM,TOR,CBJ,2023-12-30 00:00:00,0
2023020574,2024-01-02,Tuesday 07:00 PM,BOS,CBJ,2024-01-03 00:00:00,0
2023020609,2024-01-06,Saturday 07:00 PM,MIN,CBJ,2024-01-07 00:00:00,0
2023020658,2024-01-13,Saturday 07:00 PM,SEA,CBJ,2024-01-14 00:00:00,0
2023020673,2024-01-15,Monday 01:00 PM,VAN,CBJ,2024-01-15 18:00:00,0
2023020703,2024-01-19,Friday 07:00 PM,NJD,CBJ,2024-01-20 00:00:00,0
2023020811,2024-02-10,Saturday 07:00 PM,TBL,CBJ,2024-02-11 00:00:00,0
2023020900,2024-02-23,Friday 07:00 PM,BUF,CBJ,2024-02-24 00:00:00,0
2023020919,2024-02-25,Sunday 06:00 PM,NYR,CBJ,2024-02-25 23:00:00,0
2023020942,2024-02-29,Thursday 07:00 PM,CAR,CBJ,2024-03-01 00:00:00,0
2023020975,2024-03-04,Monday 07:00 PM,VGK,CBJ,2024-03-05 00:00:00,0
2023020995,2024-03-07,Thursday 07:00 PM,EDM,CBJ,2024-03-08 00:00:00,0
2023021010,2024-03-09,Saturday 12:30 PM,NSH,CBJ,2024-03-09 17:30:00,0
2023021047,2024-03-14,Thursday 07:00 PM,OTT,CBJ,2024-03-14 23:00:00,0
2023021065,2024-03-16,Saturday 07:00 PM,SJS,CBJ,2024-03-16 23:00:00,0
2023021075,2024-03-17,Sunday 06:00 PM,WPG,CBJ,2024-03-17 22:00:00,0
2023021171,2024-03-30,Saturday 07:00 PM,PIT,CBJ,2024-03-30 23:00:00,0
2023021181,2024-04-01,Monday 07:00 PM,COL,CBJ,2024-04-01 23:00:00,0
2023021203,2024-04-04,Thursday 07:00 PM,NYI,CBJ,2024-04-04 23:00:00,0
2023021222,2024-04-06,Saturday 07:00 PM,PHI,CBJ,2024-04-06 23:00:00,0
2023021296,2024-04-16,Tuesday 07:00 PM,CAR,CBJ,2024-04-16 23:00:00,0
2023020019,2023-10-14,Saturday 01:00 PM,PHI,OTT,2023-10-14 17:00:00,8476341
2023020033,2023-10-15,Sunday 07:00 PM,TBL,OTT,2023-10-15 23:00:00,8476914
2023020049,2023-10-18,Wednesday 07:00 PM,WSH,OTT,2023-10-18 23:00:00,8476341
2023020065,2023-10-21,Saturday 01:00 PM,DET,OTT,2023-10-21 17:00:00,8478024
2023020085,2023-10-24,Tuesday 06:45 PM,BUF,OTT,2023-10-24 22:45:00,8480045
2023020149,2023-11-02,Thursday 07:00 PM,LAK,OTT,2023-11-02 23:00:00,8475660
2023020162,2023-11-04,Saturday 07:00 PM,TBL,OTT,2023-11-04 23:00:00,8477992
2023020197,2023-11-09,Thursday 07:00 PM,VAN,OTT,2023-11-10 00:00:00,8479193
2023020213,2023-11-11,Saturday 07:00 PM,CGY,OTT,2023-11-12 00:00:00,8476914
2023020242,2023-11-16,Thursday 02:00 PM,DET,OTT,2023-11-16 19:00:00,8476914
2023020254,2023-11-18,Saturday 11:00 AM,MIN,OTT,2023-11-18 16:00:00,8476341
2023020302,2023-11-24,Friday 07:30 PM,NYI,OTT,2023-11-25 00:30:00,8473575
2023020323,2023-11-27,Monday 07:00 PM,FLA,OTT,2023-11-28 00:00:00,8475683
2023020362,2023-12-02,Saturday 07:00 PM,SEA,OTT,2023-12-03 00:00:00,0
2023020382,2023-12-05,Tuesday 07:00 PM,NYR,OTT,2023-12-06 00:00:00,0
2023020395,2023-12-07,Thursday 07:00 PM,TOR,OTT,2023-12-08 00:00:00,0
2023020433,2023-12-12,Tuesday 07:00 PM,CAR,OTT,2023-12-13 00:00:00,0
2023020520,2023-12-23,Saturday 07:00 PM,PIT,OTT,2023-12-24 00:00:00,0
2023020549,2023-12-29,Friday 07:00 PM,NJD,OTT,2023-12-30 00:00:00,0
2023020566,2023-12-31,Sunday 06:00 PM,BUF,OTT,2023-12-31 23:00:00,0
2023020655,2024-01-13,Saturday 04:00 PM,SJS,OTT,2024-01-13 21:00:00,0
2023020682,2024-01-16,Tuesday 07:00 PM,COL,OTT,2024-01-17 00:00:00,0
2023020693,2024-01-18,Thursday 07:00 PM,MTL,OTT,2024-01-19 00:00:00,0
2023020709,2024-01-20,Saturday 03:00 PM,WPG,OTT,2024-01-20 20:00:00,0
2023020749,2024-01-25,Thursday 07:00 PM,BOS,OTT,2024-01-26 00:00:00,0
2023020765,2024-01-27,Saturday 07:00 PM,NYR,OTT,2024-01-28 00:00:00,0
2023020775,2024-01-29,Monday 07:00 PM,NSH,OTT,2024-01-30 00:00:00,0
2023020812,2024-02-10,Saturday 07:00 PM,TOR,OTT,2024-02-11 00:00:00,0
2023020826,2024-02-13,Tuesday 07:00 PM,CBJ,OTT,2024-02-14 00:00:00,0
2023020841,2024-02-15,Thursday 07:00 PM,ANA,OTT,2024-02-16 00:00:00,0
2023020892,2024-02-22,Thursday 07:00 PM,DAL,OTT,2024-02-23 00:00:00,0
2023020910,2024-02-24,Saturday 07:00 PM,VGK,OTT,2024-02-25 00:00:00,0
2023020953,2024-03-01,Friday 07:00 PM,ARI,OTT,2024-03-02 00:00:00,0
2023021034,2024-03-12,Tuesday 07:00 PM,PIT,OTT,2024-03-12 23:00:00,0
2023021077,2024-03-17,Sunday 06:00 PM,CAR,OTT,2024-03-17 22:00:00,0
2023021103,2024-03-21,Thursday 07:00 PM,STL,OTT,2024-03-21 23:00:00,0
2023021128,2024-03-24,Sunday 06:00 PM,EDM,OTT,2024-03-24 22:00:00,0
2023021153,2024-03-28,Thursday 07:00 PM,CHI,OTT,2024-03-28 23:00:00,0
2023021205,2024-04-04,Thursday 07:00 PM,FLA,OTT,2024-04-04 23:00:00,0
2023021224,2024-04-06,Saturday 07:00 PM,NJD,OTT,2024-04-06 23:00:00,0
2023021276,2024-04-13,Saturday 07:00 PM,MTL,OTT,2024-04-13 23:00:00,0
2023020029,2023-10-14,Saturday 10:00 PM,VAN,EDM,2023-10-15 02:00:00,8479193
2023020077,2023-10-21,Saturday 10:00 PM,WPG,EDM,2023-10-22 02:00:00,8476945
2023020110,2023-10-26,Thursday 09:00 PM,NYR,EDM,2023-10-27 01:00:00,8471734
2023020129,2023-10-29,Sunday 07:00 PM,CGY,EDM,2023-10-29 23:00:00,8479973
2023020152,2023-11-02,Thursday 09:00 PM,DAL,EDM,2023-11-03 01:00:00,8475809
2023020159,2023-11-04,Saturday 03:00 PM,NSH,EDM,2023-11-04 19:00:00,8480947
2023020227,2023-11-13,Monday 08:30 PM,NYI,EDM,2023-11-14 01:30:00,8479973
2023020239,2023-11-15,Wednesday 08:30 PM,SEA,EDM,2023-11-16 01:30:00,8479973
2023020320,2023-11-26,Sunday 09:00 PM,ANA,EDM,2023-11-27 02:00:00,8479973
2023020335,2023-11-28,Tuesday 09:00 PM,VGK,EDM,2023-11-29 02:00:00,0
2023020391,2023-12-06,Wednesday 09:30 PM,CAR,EDM,2023-12-07 02:30:00,0
2023020407,2023-12-08,Friday 09:00 PM,MIN,EDM,2023-12-09 02:00:00,0
2023020421,2023-12-10,Sunday 04:00 PM,NJD,EDM,2023-12-10 21:00:00,0
2023020437,2023-12-12,Tuesday 10:00 PM,CHI,EDM,2023-12-13 03:00:00,0
2023020452,2023-12-14,Thursday 09:00 PM,TBL,EDM,2023-12-15 02:00:00,0
2023020472,2023-12-16,Saturday 10:00 PM,FLA,EDM,2023-12-17 03:00:00,0
2023020583,2024-01-02,Tuesday 09:00 PM,PHI,EDM,2024-01-03 02:00:00,0
2023020615,2024-01-06,Saturday 10:00 PM,OTT,EDM,2024-01-07 03:00:00,0
2023020688,2024-01-16,Tuesday 09:00 PM,TOR,EDM,2024-01-17 02:00:00,0
2023020698,2024-01-18,Thursday 09:00 PM,SEA,EDM,2024-01-19 02:00:00,0
2023020736,2024-01-23,Tuesday 09:00 PM,CBJ,EDM,2024-01-24 02:00:00,0
2023020754,2024-01-25,Thursday 09:00 PM,CHI,EDM,2024-01-26 02:00:00,0
2023020761,2024-01-27,Saturday 04:00 PM,NSH,EDM,2024-01-27 21:00:00,0
2023020833,2024-02-13,Tuesday 09:00 PM,DET,EDM,2024-02-14 02:00:00,0
2023020888,2024-02-21,Wednesday 10:00 PM,BOS,EDM,2024-02-22 03:00:00,0
2023020902,2024-02-23,Friday 09:00 PM,MIN,EDM,2024-02-24 02:00:00,0
2023020912,2024-02-24,Saturday 10:00 PM,CGY,EDM,2024-02-25 03:00:00,0
2023020925,2024-02-26,Monday 09:30 PM,LAK,EDM,2024-02-27 02:30:00,0
2023020940,2024-02-28,Wednesday 08:30 PM,STL,EDM,2024-02-29 01:30:00,0
2023020974,2024-03-03,Sunday 09:00 PM,PIT,EDM,2024-03-04 02:00:00,0
2023021043,2024-03-13,Wednesday 10:00 PM,WSH,EDM,2024-03-14 02:00:00,0
2023021070,2024-03-16,Saturday 10:00 PM,COL,EDM,2024-03-17 02:00:00,0
2023021090,2024-03-19,Tuesday 09:00 PM,MTL,EDM,2024-03-20 01:00:00,0
2023021104,2024-03-21,Thursday 09:00 PM,BUF,EDM,2024-03-22 01:00:00,0
2023021160,2024-03-28,Thursday 09:00 PM,LAK,EDM,2024-03-29 01:00:00,0
2023021167,2024-03-30,Saturday 04:00 PM,ANA,EDM,2024-03-30 20:00:00,0
2023021214,2024-04-05,Friday 09:00 PM,COL,EDM,2024-04-06 01:00:00,0
2023021253,2024-04-10,Wednesday 08:30 PM,VGK,EDM,2024-04-11 00:30:00,0
2023021267,2024-04-12,Friday 09:00 PM,ARI,EDM,2024-04-13 01:00:00,0
2023021280,2024-04-13,Saturday 10:00 PM,VAN,EDM,2024-04-14 02:00:00,0
2023021293,2024-04-15,Monday 09:30 PM,SJS,EDM,2024-04-16 01:30:00,0
2023020014,2023-10-12,Thursday 08:00 PM,FLA,MIN,2023-10-13 00:00:00,8479406
2023020056,2023-10-19,Thursday 08:00 PM,LAK,MIN,2023-10-20 00:00:00,8475660
2023020073,2023-10-21,Saturday 08:00 PM,CBJ,MIN,2023-10-22 00:00:00,8478007
2023020094,2023-10-24,Tuesday 09:00 PM,EDM,MIN,2023-10-25 01:00:00,8479406
2023020151,2023-11-02,Thursday 08:00 PM,NJD,MIN,2023-11-03 00:00:00,8477970
2023020169,2023-11-04,Saturday 08:00 PM,NYR,MIN,2023-11-05 00:00:00,8470594
2023020223,2023-11-12,Sunday 06:00 PM,DAL,MIN,2023-11-12 23:00:00,8479979
2023020267,2023-11-19,Sunday 08:00 AM,TOR,MIN,2023-11-19 13:00:00,8479361
2023020306,2023-11-24,Friday 08:30 PM,COL,MIN,2023-11-25 01:30:00,8480382
2023020330,2023-11-28,Tuesday 08:00 PM,STL,MIN,2023-11-29 01:00:00,0
2023020369,2023-12-03,Sunday 02:00 PM,CHI,MIN,2023-12-03 19:00:00,0
2023020450,2023-12-14,Thursday 08:00 PM,CGY,MIN,2023-12-15 01:00:00,0
2023020461,2023-12-16,Saturday 02:00 PM,VAN,MIN,2023-12-16 19:00:00,0
2023020506,2023-12-21,Thursday 08:00 PM,MTL,MIN,2023-12-22 01:00:00,0
2023020518,2023-12-23,Saturday 07:00 PM,BOS,MIN,2023-12-24 00:00:00,0
2023020534,2023-12-27,Wednesday 08:00 PM,DET,MIN,2023-12-28 01:00:00,0
2023020564,2023-12-31,Sunday 02:00 PM,WPG,MIN,2023-12-31 19:00:00,0
2023020578,2024-01-02,Tuesday 08:00 PM,CGY,MIN,2024-01-03 01:00:00,0
2023020594,2024-01-04,Thursday 08:00 PM,TBL,MIN,2024-01-05 01:00:00,0
2023020623,2024-01-08,Monday 08:00 PM,DAL,MIN,2024-01-09 01:00:00,0
2023020652,2024-01-12,Friday 08:00 PM,PHI,MIN,2024-01-13 01:00:00,0
2023020665,2024-01-13,Saturday 08:00 PM,ARI,MIN,2024-01-14 01:00:00,0
2023020676,2024-01-15,Monday 06:00 PM,NYI,MIN,2024-01-15 23:00:00,0
2023020734,2024-01-23,Tuesday 08:00 PM,WSH,MIN,2024-01-24 01:00:00,0
2023020752,2024-01-25,Thursday 08:00 PM,NSH,MIN,2024-01-26 01:00:00,0
2023020770,2024-01-27,Saturday 09:00 PM,ANA,MIN,2024-01-28 02:00:00,0
2023020801,2024-02-09,Friday 08:00 PM,PIT,MIN,2024-02-10 01:00:00,0
2023020854,2024-02-17,Saturday 05:00 PM,BUF,MIN,2024-02-17 22:00:00,0
2023020869,2024-02-19,Monday 02:00 PM,VAN,MIN,2024-02-19 19:00:00,0
2023020932,2024-02-27,Tuesday 08:00 PM,CAR,MIN,2024-02-28 01:00:00,0
2023020972,2024-03-03,Sunday 07:00 PM,SJS,MIN,2024-03-04 00:00:00,0
2023021023,2024-03-10,Sunday 03:30 PM,NSH,MIN,2024-03-10 19:30:00,0
2023021037,2024-03-12,Tuesday 08:00 PM,ARI,MIN,2024-03-13 00:00:00,0
2023021054,2024-03-14,Thursday 08:00 PM,ANA,MIN,2024-03-15 00:00:00,0
2023021115,2024-03-23,Saturday 02:00 PM,STL,MIN,2024-03-23 18:00:00,0
2023021156,2024-03-28,Thursday 08:00 PM,SJS,MIN,2024-03-29 00:00:00,0
2023021166,2024-03-30,Saturday 02:30 PM,VGK,MIN,2024-03-30 18:30:00,0
